"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2019,118604584,63,50,,130777401
2019,118346497,3,10000,01-APR-19,130523671
2019,118346498,47,0,,130523673
2019,118346498,3,10000,,130523672
2019,118346503,30,100,,130523678
2019,118604584,20,60,,130822347
2019,118604584,47,0,,130822348
2019,118609583,16,20,,130777402
2019,118609583,63,50,,130523683
2019,118609583,47,0,,130777403
2019,118609583,11,10,,130822350
2019,118609583,10,,,130523682
2019,118604586,35,100,,130777405
2019,118346508,7,1,,130523688
2019,118346508,10,,,130523689
2019,118604590,33,175,,130777408
2019,118609591,38,100,,130822355
2019,118346516,20,10,,130523697
2019,118346516,51,0,,130523699
2019,118346516,47,0,,130777415
2019,118346516,26,100,,130523698
2019,118346516,25,70,,130777414
2019,118346512,19,120,,130777411
2019,118604591,7,1,28-FEB-19,130777409
2019,118346512,47,0,,130777412
2019,118346512,7,1000,,130523693
2019,118604591,47,0,28-FEB-19,130777410
2019,118604591,19,120,28-FEB-19,130523692
2019,118346517,36,900,,130523700
2019,118346513,36,700,15-MAY-19,130523695
2019,118609593,20,20000,,130777416
2019,118604593,20,250,,130777421
2019,118609599,29,400,,130822364
2019,118609601,20,20000,,130822366
2019,118609601,21,28886,,130822367
2019,118604602,36,80,,130777429
2019,118346526,63,1,24-MAY-19,130523712
2019,118609603,63,15,,130822368
2019,118346527,16,20,14-MAR-19,130523714
2019,118609606,16,20,,130523715
2019,118346529,10,,,130822371
2019,118346530,6,65,,130822372
2019,118609607,10,,,130777435
2019,118346535,16,208,,130523722
2019,118609611,10,,,130822375
2019,118346533,3,5000,,130523719
2019,118604615,63,25,,130777438
2019,118609614,19,64,,130822380
2019,118346539,19,15,03-JUL-19,130822378
2019,118346541,19,15,,130523726
2019,118604631,19,400,,130777450
2019,118609620,15,2000,,130822388
2019,118609623,16,100,,130822391
2019,118609628,10,,,130822393
2019,118609627,10,,,130777456
2019,118346547,63,75,,130523733
2019,118609629,63,1,19-JUN-19,130822396
2019,118609630,63,1,,130822397
2019,118609631,31,500,,130822398
2019,118604640,20,1990,29-AUG-19,130777458
2019,118604641,20,1990,,130822399
2019,118609633,20,390,,130822400
2019,118346550,63,1,,130523736
2019,118609637,10,,,130822405
2019,118609637,7,1,,130822403
2019,118604643,10,,,130777460
2019,118609641,20,1750,,130822407
2019,118604644,10,,,130777461
2019,118609642,35,60,,130822408
2019,118609645,10,,,130822411
2019,118609644,19,398,,130822410
2019,118609646,26,450,,130822412
2019,118604645,63,1,,130777463
2019,118609651,63,50,,130822415
2019,118604648,19,149,,130777466
2019,118604647,19,149,09-JUL-19,130777465
2019,118604650,10,,,130777467
2019,118609654,20,3600,,130822418
2019,118609655,10,,,130822419
2019,118609657,10,,,130777474
2019,118346556,10,,,130523744
2019,118609662,10,,,130822422
2019,118604660,9,0,,130822423
2019,118604665,9,0,,130822426
2019,118604665,63,215,,130777486
2019,118609665,10,,,130822427
2019,118609666,10,,,130777487
2019,118604670,20,250,,130777490
2019,118604671,20,100,,130777491
2019,118609672,16,300,,130822430
2019,118604677,10,,,130777496
2019,118604676,63,150,,130777495
2019,118604682,63,600,,130777500
2019,118609674,63,100,,130822432
2019,118604687,7,1200,,130822438
2019,118604687,63,100,,130777506
2019,118604687,20,1,,130822439
2019,118609681,31,500,,130822440
2019,118346562,10,,,130777511
2019,118609682,10,,,130777512
2019,118609683,10,,,130822441
2019,118604695,10,,,130777517
2019,118609686,20,180,,130822443
2019,118609687,16,50,,130822444
2019,118609689,26,100,,130822445
2019,118604700,60,100,,130777523
2019,118604703,63,129,,130777527
2019,118604704,16,300,,130777528
2019,118609692,63,100,,130822449
2019,118604713,20,450,,130777535
2019,118346573,3,30000,,130777537
2019,118346576,10,,,130523771
2019,118346577,22,0,,130523772
2019,118604720,8,18,,130777544
2019,118604720,16,22,,130777546
2019,118609696,10,,,130822455
2019,118609699,10,,,130822461
2019,118346582,10,,,130777558
2019,118609703,20,52,,130523778
2019,118609707,10,2,,130822470
2019,118346588,25,683,,130523783
