"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,129257832,143146452
2019,129264165,143146462
2019,129257862,143141627
2019,129257872,143146477
2019,129259349,143146481
2019,129264214,143152064
2019,129264216,143152071
2019,129264216,143141730
2019,129259557,143141980
2019,129259559,143146618
2019,129257857,143146467
2019,129259348,143152029
2019,129259354,143152034
2019,130798418,144662583
2019,130781267,144657540
2019,130798409,144662575
2019,130781302,144662601
2019,132172683,145999020
2019,132172687,146006576
2019,132172699,145999030
2019,132172712,146006600
2019,132172712,146006599
2019,132172722,145994129
2019,132172727,146006611
2019,132172729,146006613
2019,132172738,146006625
2019,132172742,146006628
2019,132172749,146006634
2019,132172755,146006642
2019,132172761,146006648
2019,132184723,145999089
2019,132172784,145999096
2019,132172788,146006665
2019,132172791,146006669
2019,132172792,146006670
2019,132172801,146006677
2019,132172805,146006681
2019,132172810,146006685
2019,132184779,146006687
2019,132172823,146006698
2019,132172851,146006736
2019,132172853,145999175
2019,132172856,146006739
2019,132172862,145999184
2019,132172873,146006754
2019,132172876,145999201
2019,132184865,146006762
2019,132180257,145994191
2019,132172884,146006764
2019,132172888,145999224
2019,132172890,146006771
2019,132172890,146006772
2019,132172892,146006777
2019,132184890,145999236
2019,132187971,146006853
2019,132184993,145994261
2019,132180325,145994267
2019,132180325,145994266
2019,132187997,146006877
2019,132188005,146006882
2019,132180345,145994293
2019,132180345,145994292
2019,132185023,146006903
2019,132180348,146006903
2019,132185023,145994296
2019,132188031,145999387
2019,132188038,146006911
2019,132188043,145999405
2019,132180380,145994326
2019,132185051,145999414
2019,132188052,146006926
2019,132188059,146006931
2019,132188080,146006945
2019,132188079,146006945
2019,132188082,146006948
2019,132180433,145994370
2019,132180442,146006977
2019,132188115,146006982
2019,132188126,146006993
2019,132188148,146007016
2019,132185131,145999512
2019,132180484,145994412
2019,132188232,145999562
2019,132185272,146007229
2019,132188377,145994626
2019,132188393,146007247
2019,130798383,144657535
2019,130798411,144662578
2019,130798442,144662611
2019,133069184,146892454
2019,133069201,146892468
2019,133069201,146892469
2019,133069228,146884250
2019,133073816,146892513
2019,133073832,146897087
2019,133069292,146892552
2019,133073834,146892552
2019,133073835,146892552
2019,133069305,146892564
2019,133073839,146884275
2019,133073842,146892577
2019,133069338,146884281
2019,133073853,146897108
2019,133073859,146897114
2019,133073860,146897115
2019,133073863,146897117
2019,133073866,146897120
2019,133069795,146897228
2019,133061663,146884514
2019,133073974,146893065
2019,133073975,146893065
2019,133069842,146893094
2019,133073993,146893101
2019,133061697,146884555
2019,133061704,146884562
2019,133074006,146897273
2019,133074009,146893134
2019,133069935,146897292
2019,133069962,146893199
2019,133074043,146897308
2019,133074058,146897321
2019,133074062,146893243
2019,133074094,146884657
2019,133070040,146884657
2019,133070040,146884658
2019,133074094,146884658
2019,133061804,146884662
2019,133070080,146893327
2019,133070088,146893336
2019,134428090,148211350
2019,132172377,146006297
2019,132179957,145998733
2019,132172388,146006310
2019,132172387,146006309
2019,132179965,145993913
2019,132179966,145993911
2019,132179965,145993911
2019,132172417,146006329
2019,132172427,146006344
2019,132172437,145993963
2019,132172456,146006369
2019,132172463,146006374
2019,132172471,146006382
2019,132172477,146006388
2019,132172512,146006417
2019,132172519,146006423
2019,132172518,146006423
2019,132172521,145994023
2019,132172520,146006423
2019,132172526,146006428
2019,132172535,146006438
2019,132185091,145999452
2019,132188097,146006968
2019,132188111,145994382
2019,132188112,145994382
2019,132188121,146006990
2019,132188123,146006992
2019,132180457,146006998
2019,132188149,146007017
2019,132188163,145999515
2019,132180475,145999515
2019,132188184,146007051
2019,132180503,145994432
2019,132188194,146007061
2019,132188202,145994453
2019,132188208,146007082
2019,132188229,146007104
2019,132188234,146007111
2019,132188237,146007114
2019,132185274,145999653
2019,132185278,146007232
2019,132180682,146007248
2019,132188413,146007262
2019,132180694,145994648
2019,132185297,145994648
2019,132180695,145999681
2019,132188427,146007275
2019,132185314,145999693
2019,132185322,145999701
2019,132188434,145999701
2019,132188440,145999717
2019,132188443,145999721
2019,132188444,145999724
2019,132188448,145994673
2019,132188450,145999735
2019,132188453,145994680
2019,132188453,146007291
2019,132185347,145999750
2019,132180738,145994681
2019,132185355,145999762
2019,132180747,145999767
2019,132188466,145999773
2019,132188468,146007308
2019,132188470,146007310
2019,132185394,146007317
2019,132180773,145999795
2019,132188477,146007320
2019,132188484,145994715
2019,132180786,145994718
2019,132180789,145994722
2019,132188486,145999818
2019,132188487,145994730
2019,132185423,145994730
2019,132185422,145994730
2019,132188493,145994730
2019,132188492,145994730
2019,132185421,145994730
2019,132188489,145994730
2019,132188490,145994730
2019,132188488,145994730
2019,132188491,145994730
2019,132188494,145999826
2019,132188496,146007326
2019,132188497,145994738
2019,132188499,146007327
2019,132188502,146007330
2019,132180816,145994748
2019,132188503,146007331
2019,132180824,145994754
2019,132188505,146007334
2019,132188504,146007333
2019,132180832,145994760
2019,132188506,146007336
2019,132188508,146007337
2019,132188510,146007339
2019,132188512,146007344
2019,132188512,146007343
2019,132185486,145999879
2019,132188516,146007347
2019,132188517,145994771
2019,132188518,145994771
2019,132188520,146007350
2019,132188521,146007351
2019,132185496,145999887
2019,132188523,145994775
2019,132188528,145999892
2019,132188529,146007355
2019,132188532,145999895
2019,132188531,145999895
2019,132188533,146007356
2019,132188536,146007358
2019,132188536,146007359
2019,132188539,146007362
2019,132188541,146007369
2019,132188543,145999909
2019,132188546,146007372
2019,132188548,146007374
2019,132188554,146007380
2019,132188553,146007380
2019,132185534,145999926
2019,132188558,146007382
2019,132188559,145994793
2019,132188566,146007387
2019,132188566,146007388
2019,132188570,146007392
2019,132185546,145999941
2019,132185547,145999941
2019,132188575,146007393
2019,132188574,146007393
2019,132188573,146007393
