"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,132180434,120520927,1,4,,,,5,41,"F",0,2,"R",41,0
2019,132180444,120520935,1,4,,,,5,28,"M",1,2,"R",28,0
2019,132180449,120520941,1,4,,,,5,23,"F",1,2,"N",23,0
2019,132180456,120520949,2,5,3,5,,5,26,"F",1,2,"R",26,0
2019,132180455,120520949,1,4,,,,5,31,"F",1,2,"N",31,0
2019,132180485,120520974,1,4,,,,5,37,"M",1,,"",37,0
2019,132180494,120520983,1,3,,,,,,"",,,"",,
2019,132188191,120527180,1,8,,,,,,"",,,"",,
2019,132180516,120521006,1,2,,,,,,"",,,"",,
2019,132188197,120527188,1,4,,,,5,48,"F",1,2,"N",48,0
2019,132180536,120521025,2,4,,,,5,39,"M",1,2,"",39,0
2019,132180535,120521025,1,4,,,,5,38,"F",1,2,"",38,0
2019,132180540,120521029,1,4,,,,5,40,"M",1,,"",40,0
2019,132180544,120521032,2,4,,,,5,62,"M",1,2,"R",62,0
2019,132180543,120521032,1,4,,,,5,58,"F",1,2,"R",58,0
2019,132180552,120521040,1,8,,,,,,"",,,"",,
2019,132180554,120521043,1,8,,,,,,"",,,"",,
2019,132180564,120521054,1,8,,,,,,"",,,"",,
2019,132188235,120527227,1,4,,,,5,49,"F",1,2,"R",49,0
2019,132180568,120521058,1,4,,,,5,8,"F",1,2,"R",8,0
2019,132180577,120521064,2,8,,,,,,"",,,"",,
2019,132180576,120521064,1,4,,,,5,10,"F",1,2,"R",10,0
2019,132180578,120521066,1,4,,,,5,85,"M",1,2,"N",85,0
2019,132180583,120521069,1,1,,,,,,"",,,"",,
2019,132180595,120521085,1,4,,,,5,32,"F",1,2,"R",32,0
2019,132188260,120527247,1,4,,,,5,23,"M",1,,"",23,0
2019,132185271,120526045,2,4,,,,5,45,"F",1,2,"N",45,0
2019,132185270,120526045,1,4,,,,5,25,"M",1,2,"N",25,0
2019,132179915,120520456,1,4,,,,5,45,"F",1,2,"R",45,0
2019,132179979,120520517,1,4,,,,5,56,"F",1,2,"R",56,0
2019,132179888,120520437,1,4,,,,5,11,"F",0,3,"",11,0
2019,132179940,120520481,1,8,,,,,,"",,,"",,
2019,132179978,120525271,1,4,,,,5,65,"F",1,2,"",65,0
2019,132179999,120520536,1,4,,,,5,40,"M",1,2,"R",40,0
2019,133069145,121332220,1,4,,,,5,51,"F",1,2,"R",51,0
2019,133073790,121322222,1,4,,,,5,71,"M",1,2,"N",71,0
2019,133069160,121332233,1,8,,,,,,"",,,"",,
2019,133069167,121332238,1,1,,,,,,"",,,"",,
2019,133069210,121332273,1,4,,,,5,61,"M",1,2,"R",61,0
2019,133061388,121332297,1,4,,,,5,38,"F",1,2,"R",38,0
2019,133061389,121332297,2,1,,,,,,"",,,"",,
2019,133069233,121332297,3,4,,,,5,36,"F",1,2,"N",36,0
2019,133061391,121332305,1,4,,,,5,12,"F",0,3,"N",12,0
2019,133069244,121332311,1,4,,,,5,22,"F",4,2,"R",22,0
2019,133069249,121332317,1,1,,,,,,"",,,"",,
2019,133069260,121332326,1,1,,,,,,"",,,"",,
2019,133069263,121332329,1,1,,,,,,"",,,"",,
2019,133069365,121332408,1,3,,,,,,"",,,"",,
2019,133069370,121332411,1,4,,,,5,53,"F",1,2,"R",53,0
2019,133069377,121332416,1,1,,,,,,"",,,"",,
2019,133069378,121332416,2,8,,,,,,"",,,"",,
2019,133069702,121332722,1,4,,,,5,63,"M",1,2,"R",63,0
2019,133073941,121322355,2,4,,,,5,30,"F",1,2,"N",30,0
2019,133073940,121322355,1,4,,,,5,21,"F",1,2,"N",21,0
2019,133069729,121332743,1,1,,,,,,"",,,"",,
2019,133069735,121332749,1,4,,,,5,45,"M",1,2,"R",45,0
2019,133069739,121332754,1,4,,,,5,10,"M",1,2,"N",10,0
2019,133069742,121332756,1,4,,,,5,29,"F",1,2,"R",29,0
2019,133069756,121327871,2,4,,,,5,50,"F",1,2,"R",50,0
2019,133069755,121327871,1,4,,,,5,22,"F",1,2,"R",22,0
2019,133069763,121332773,1,4,,,,5,52,"F",1,2,"N",52,0
2019,133069764,121332773,2,4,,,,5,80,"F",1,2,"R",80,0
2019,133069777,121332784,1,4,,,,5,37,"M",1,2,"R",37,0
2019,133069788,121332795,1,4,,,,5,34,"M",1,2,"R",34,0
2019,133069790,121332795,3,8,,,,,,"",,,"",,
2019,133069789,121332795,2,4,,,,5,27,"M",1,2,"N",27,0
2019,133069808,121332813,2,4,,,,5,36,"F",1,2,"N",36,0
2019,133061667,121332813,1,4,,,,5,76,"M",1,2,"N",76,0
2019,133069809,121332814,1,1,,,,,,"",,,"",,
2019,133069811,121332818,1,4,,,,5,48,"M",1,2,"N",48,0
2019,133061680,121332830,1,8,,,,,,"",,,"",,
2019,133061682,121327903,1,4,,,,5,56,"M",3,1,"R",56,0
2019,133073982,121332836,1,1,,,,,,"",,,"",,
2019,133061686,121327907,1,1,,,,,,"",,,"",,
