"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,9,144114758
2019,9,144114781
2019,9,144118780
2019,9,144114809
2019,9,144118794
2019,8,144118802
2019,8,144118803
2019,9,144123361
2019,9,144114853
2019,6,144114863
2019,6,144114864
2019,6,144114939
2019,9,144114937
2019,9,144114944
2019,6,144123470
2019,6,144118935
2019,9,144118945
2019,9,144115048
2019,9,144115046
2019,9,144118956
2019,9,144123523
2019,9,144118969
2019,9,144123530
2019,9,144118995
2019,6,144119058
2019,6,144115232
2019,9,144115292
2019,6,144119128
2019,6,144115344
2019,6,144115413
2019,9,144119223
2019,9,144115433
2019,9,144115438
2019,6,144119257
2019,6,144123730
2019,9,144119271
2019,6,144119292
2019,6,144119291
2019,6,144123745
2019,6,144119295
2019,6,144119298
2019,6,144119300
2019,6,144115480
2019,6,144119315
2019,6,144119313
2019,6,144115498
2019,6,144115499
2019,9,128844014
2019,6,144119327
2019,9,144119325
2019,3,144119326
2019,6,144119334
2019,9,128844175
2019,9,144115516
2019,9,128838377
2019,9,144123756
2019,9,128838864
2019,9,128838862
2019,9,128838924
2019,6,128845572
2019,9,144115536
2019,9,144115564
2019,9,144115576
2019,1,128839145
2019,6,128839145
2019,8,128839145
2019,8,144123769
2019,9,144119374
2019,6,144115585
2019,9,144119384
2019,9,144115614
2019,9,144115629
2019,6,144119434
2019,6,144119433
2019,9,144119437
2019,9,128846213
2019,9,144115638
2019,9,144115640
2019,3,144119445
2019,6,144119445
2019,6,144119446
2019,9,128839588
2019,6,128846617
2019,8,128846617
2019,6,128846618
2019,8,128846618
2019,3,128839622
2019,6,128839622
2019,6,128839634
2019,6,128839635
2019,9,128846911
2019,8,128847641
2019,9,128847647
2019,6,128847716
2019,3,128847713
2019,6,128847756
2019,8,128847756
2019,6,128847754
2019,8,128847921
2019,9,142236684
2019,2,142212645
2019,9,135865791
2019,6,135878451
2019,6,135881256
2019,9,135878530
2019,6,135865989
2019,9,135865988
2019,6,135866059
2019,6,135886147
2019,6,135886145
2019,9,135881450
2019,9,135886271
2019,9,135886323
2019,6,135886361
2019,7,135886360
2019,3,135881642
2019,9,135886414
2019,6,135886455
2019,6,135886456
2019,9,135881699
2019,6,135886506
2019,6,135879043
2019,6,135886513
2019,6,135881895
2019,9,135881901
2019,6,135879207
2019,6,135879206
2019,3,135879318
2019,6,135879318
2019,6,135879319
2019,9,135886843
2019,9,135882093
2019,9,135887011
2019,9,135887029
2019,6,135887047
2019,9,135887046
2019,9,135882290
2019,9,135879594
2019,9,135887243
2019,9,135887321
2019,6,135887334
2019,6,135882472
2019,1,135887380
2019,6,135887385
2019,6,135879881
2019,6,135882593
2019,1,135887603
2019,9,135887876
2019,9,135880374
2019,9,135880375
2019,6,135883053
2019,6,135883054
2019,6,135880422
2019,6,135880423
2019,9,135880487
2019,6,135888331
2019,9,135888404
2019,9,135888643
2019,9,135883485
2019,9,143305851
2019,6,143305981
2019,6,143306108
2019,6,143306109
2019,9,143306113
2019,9,143306150
2019,9,143316200
2019,6,143316210
2019,9,143311750
2019,9,143311775
2019,9,143311890
2019,9,143316525
2019,9,143316524
2019,9,143316556
2019,9,143316749
2019,9,143312018
2019,9,143312021
2019,3,143316784
2019,6,143312038
2019,6,143312039
2019,9,143312059
2019,9,143316846
2019,9,143316863
2019,1,143312104
2019,8,143312104
2019,1,143312105
2019,8,143312105
2019,9,143316901
2019,9,143309720
2019,8,143316938
2019,8,143316952
2019,8,143316951
2019,9,143316973
2019,9,143316991
2019,9,143309742
2019,9,143309745
2019,9,143317102
2019,9,143317134
2019,6,143309755
2019,6,143312269
2019,6,143317143
2019,9,143312279
2019,6,143317217
2019,9,143312340
2019,9,143317364
2019,9,143317627
2019,9,143317628
2019,6,143312884
2019,9,143318099
2019,8,143318563
2019,9,143318566
2019,6,143313206
2019,6,143313205
2019,9,143313226
2019,3,143318600
2019,9,143318610
2019,9,143313237
2019,9,143313239
2019,9,143313246
2019,9,143313249
2019,6,143313261
2019,9,143313264
2019,8,143313569
2019,9,143313712
2019,9,143319117
2019,9,143319124
2019,9,143319123
2019,6,143319135
2019,7,143313756
2019,6,143319146
2019,6,128837968
2019,6,128844680
2019,9,128845376
2019,6,128845409
2019,9,128838918
2019,9,128838962
2019,9,128845596
2019,6,128845767
2019,8,128845810
2019,6,128839148
2019,8,128839148
2019,9,128846022
2019,9,128846200
2019,9,128846471
2019,8,128839727
2019,8,128839728
2019,9,128839844
2019,9,128847097
2019,2,143316279
2019,3,143316279
2019,9,143316294
