"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2017,21,124334790
2017,21,124334797
2017,21,124324380
2017,21,124328453
2017,21,123595099
2017,21,123595098
2017,21,123596437
2017,21,123596449
2017,21,123595379
2017,21,123595391
2017,21,123595392
2017,21,123596506
2017,21,123595408
2017,21,123596540
2017,21,123596546
2017,21,123595440
2017,21,123595449
2017,21,123595450
2017,21,123595455
2017,21,123596605
2017,21,123595480
2017,21,123595497
2017,21,123595500
2017,21,123596660
2017,21,123595524
2017,21,123595527
2017,21,123596681
2017,21,123596680
2017,21,123596689
2017,21,123596697
2017,21,123595550
2017,21,123596706
2017,21,123596759
2017,21,123595610
2017,21,123595629
2017,21,123595630
2017,21,123596813
2017,21,123595649
2017,21,123596822
2017,21,123595701
2017,21,123596924
2017,21,123596926
2017,21,123595763
2017,21,123595878
2017,21,123595887
2017,21,123597076
2017,21,123595905
2017,21,123595924
2017,21,123595949
2017,21,123595956
2017,21,123595958
2017,21,123595723
2017,21,123595726
2017,21,123596914
2017,21,123596936
2017,21,123595776
2017,21,123595783
2017,21,123595786
2017,21,123595804
2017,21,123596998
2017,21,123595828
2017,21,123595841
2017,21,123597027
2017,21,123597041
2017,21,123597091
2017,21,123597090
2017,21,123597100
2017,21,123595908
2017,21,123595907
2017,21,123595944
2017,21,123595948
2017,21,123595960
2017,21,124627852
2017,21,123596462
2017,21,123595400
2017,21,123595406
2017,21,123596518
2017,21,123596530
2017,21,123596531
2017,21,123596534
2017,21,123596533
2017,21,123595457
2017,22,123595460
2017,21,123596622
2017,21,123596627
2017,21,123596639
2017,21,123595514
2017,21,123596657
2017,21,123595531
2017,21,123595555
2017,21,123596705
2017,21,123595559
2017,21,123595565
2017,21,123595569
2017,21,123595574
2017,21,123595580
2017,21,123595579
2017,21,123596803
2017,21,123595646
2017,21,123596817
2017,21,123595673
2017,21,123595705
2017,21,123595712
2017,21,123595713
2017,21,123596908
2017,21,123596913
2017,21,123596912
2017,21,123596938
2017,21,123596944
2017,21,123596945
2017,21,123595775
2017,21,123595785
2017,21,123595790
2017,21,123595791
2017,21,123595808
2017,21,123597010
2017,21,123595830
2017,21,123597032
2017,21,123597038
2017,21,123597040
2017,21,123597039
2017,21,123595861
2017,21,123597060
2017,21,123597144
2017,21,123595953
2017,21,123595967
2017,21,123597175
2017,21,123597174
2017,21,123595979
2017,21,123597197
2017,21,123597198
2017,21,119934724
2017,21,119935288
2017,21,119935394
2017,21,119935429
2017,21,119935432
2017,21,119935834
2017,21,119936188
2017,21,119936197
2017,21,119936220
2017,21,119936312
2017,21,119936680
2017,21,119936717
2017,21,119939618
2017,21,119940728
2017,21,119941221
2017,21,119941223
2017,21,119941236
2017,21,119942479
2017,21,119942520
2017,21,119943261
2017,21,119943272
2017,21,119943310
2017,21,119943308
2017,21,119943304
2017,21,118371618
2017,21,118371646
2017,21,118371729
2017,21,118371753
2017,21,118371789
2017,21,118371862
2017,21,118371946
2017,21,118371993
2017,21,118371995
2017,21,118372043
2017,21,118372050
2017,21,118372051
2017,21,118372216
2017,21,118372294
2017,21,118372289
2017,21,118372426
2017,21,118372475
2017,21,118372553
2017,21,118372590
2017,21,118372762
2017,21,118373394
2017,21,118373686
2017,21,118373935
2017,21,118374076
2017,21,118374112
2017,21,118374418
2017,21,118374753
2017,21,118374777
2017,21,118374902
2017,21,118375009
2017,21,118375192
2017,21,118375633
2017,21,118375628
2017,21,118375780
2017,21,118375847
2017,21,118375890
2017,21,118375887
2017,21,118375944
2017,21,118376010
2017,21,118376093
2017,21,118376173
2017,21,118376987
2017,21,118377095
2017,21,118377212
2017,21,118377416
2017,21,118377510
2017,21,118377629
2017,21,118377967
2017,21,118378097
2017,21,118378276
2017,21,118378347
2017,21,118378908
2017,21,118378986
2017,21,118379062
2017,21,118379285
2017,21,118379467
2017,21,118379504
2017,21,118379602
2017,21,118379717
2017,21,118379873
2017,21,118380692
2017,21,118380717
2017,21,118380801
2017,21,118380827
2017,21,118381020
2017,21,118381134
2017,21,118381529
2017,21,118381922
2017,21,118382001
2017,21,118382049
2017,21,118382102
