"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2016,3,104942764
2016,3,104942765
2016,3,104942772
2016,3,104942774
2016,3,104942781
2016,3,104942791
2016,3,104931451
2016,3,104931456
2016,3,104931457
2016,3,104931460
2016,3,104931464
2016,3,104931466
2016,3,104931467
2016,3,104931468
2016,3,104931469
2016,3,104931470
2016,3,104931485
2016,3,104931486
2016,3,104931507
2016,3,104932599
2016,3,104932624
2016,3,104932625
2016,3,104932632
2016,3,104933712
2016,3,104933717
2016,3,104933718
2016,3,104933719
2016,3,104933728
2016,3,104933729
2016,3,104933730
2016,3,104933732
2016,3,104933733
2016,3,104933736
2016,3,104933737
2016,3,104933738
2016,3,104933739
2016,3,104933740
2016,3,104933756
2016,3,104933762
2016,3,104933767
2016,3,104933768
2016,3,104934900
2016,3,104934912
2016,3,104935990
2016,3,104935991
2016,3,104935992
2016,3,104936014
2016,3,104936044
2016,3,104937129
2016,3,104937130
2016,3,104937131
2016,3,104937148
2016,3,104937156
2016,3,104937174
2016,3,104938254
2016,3,104938255
2016,3,104938264
2016,3,104938265
2016,3,104938268
2016,3,104938277
2016,3,104938278
2016,3,104938279
2016,3,104938280
2016,3,104938284
2016,3,104938285
2016,3,104938299
2016,3,104938300
2016,3,104938303
2016,3,104938306
2016,3,104938307
2016,3,104938312
2016,3,104939395
2016,3,104939397
2016,3,104939405
2016,3,104939406
2016,3,104939407
2016,3,104939408
2016,3,104939417
2016,3,104939441
2016,3,104939442
2016,3,104939443
2016,3,104939456
2016,3,104940545
2016,3,104940572
2016,3,104940579
2016,3,104941690
2016,3,104941691
2016,3,104941714
2016,3,104942797
2016,3,104942801
2016,3,104942802
2016,3,104942803
2016,3,104942804
2016,3,104942808
2016,3,104942813
2016,3,104942822
2016,3,104942823
2016,3,104942825
2016,3,104942829
2016,3,104942834
2016,3,104942836
2016,3,104942839
2016,3,104942840
2016,3,104942841
2016,3,104942842
2016,3,104942847
2016,3,104942863
2016,3,104931534
2016,3,104931545
2016,3,104931546
2016,3,104931556
2016,3,104931559
2016,3,104931560
2016,3,104931566
2016,3,104931570
2016,3,104931571
2016,3,104932658
2016,3,104932659
2016,3,104932675
2016,3,104932676
2016,3,104932693
2016,3,104932703
2016,3,104932711
2016,3,104933780
2016,3,104933781
2016,3,104933782
2016,3,104988775
2016,3,104989873
2016,3,104989874
2016,3,104989875
2016,3,104989888
2016,3,104989907
2016,3,104989908
2016,3,104989909
2016,3,104989910
2016,3,104989919
2016,3,104989924
2016,3,104991047
2016,3,104992135
2016,3,104992136
2016,3,104992139
2016,3,104992141
2016,3,104992145
2016,3,104992149
2016,3,104993278
2016,3,104993286
2016,3,104993296
2016,3,104993297
2016,3,104993309
2016,3,104993310
2016,3,104993312
2016,3,104993318
2016,3,104994415
2016,3,104994433
2016,3,104994434
2016,3,104994440
2016,3,104994441
2016,3,104994442
2016,3,104994443
2016,3,104994445
2016,3,104994446
2016,3,104994470
2016,3,104995543
2016,3,104995544
2016,3,104995550
2016,3,104995600
2016,3,104996673
2016,3,104996692
2016,3,104996725
2016,3,104996741
2016,3,104997829
2016,3,104997861
2016,3,104997862
2016,3,104997869
2016,3,104997870
2016,3,104980775
2016,3,104980785
2016,3,104980786
2016,3,104980805
2016,3,104980806
2016,3,104980827
2016,3,104981917
2016,3,104981919
2016,3,104983043
2016,3,104983050
2016,3,104983051
2016,3,104983052
2016,3,104983054
2016,3,104983061
2016,3,104983062
2016,3,104983093
2016,3,104983094
2016,3,104983109
2016,3,104983110
2016,3,104984201
2016,3,104984247
2016,3,104985408
2016,3,104985432
2016,3,104986525
2016,3,104986556
2016,3,104986557
2016,3,104986570
2016,3,104986576
2016,3,104987669
2016,3,104987670
2016,3,104987687
2016,3,104987688
2016,3,104987722
2016,3,104988798
2016,3,104988799
2016,3,104988800
2016,3,104988801
2016,3,104988814
2016,3,104988819
2016,3,104988831
2016,3,104989948
2016,3,104989960
2016,3,104989961
2016,3,104989970
2016,3,104989971
2016,3,104991066
2016,3,104991067
2016,3,104991120
2016,3,104991122
2016,3,104992201
2016,3,104992202
2016,3,104992210
2016,3,104992211
2016,3,104992225
2016,3,104992251
2016,3,104992252
2016,3,104993344
2016,3,104993355
2016,3,104993379
2016,3,104993394
2016,3,104993399
2016,3,104993402
2016,3,104993405
2016,3,104994489
2016,3,104994498
2016,3,104994507
2016,3,104994521
2016,3,104995617
2016,3,104995622
2016,3,104995641
2016,3,104995659
2016,3,104995660
2016,3,104995674
2016,3,104996770
2016,3,104996771
2016,3,104996788
2016,3,104996789
2016,3,104996790
2016,3,104996794
2016,3,104996799
2016,3,104997888
2016,3,104997889
2016,3,104997932
2016,3,104997937
2016,3,104997947
2016,3,104980840
2016,3,104980842
2016,3,104980844
2016,3,104980845
2016,3,104980859
2016,3,104980890
2016,3,104980891
2016,3,104981984
2016,3,104981985
2016,3,104982009
2016,3,104982014
2016,3,104982015
2016,3,104982024
2016,3,104982033
2016,3,104983120
2016,3,104983123
2016,3,104983124
2016,3,104983149
2016,3,104983150
2016,3,104983180
2016,3,104983182
2016,3,104984249
2016,3,104984250
2016,3,104984251
2016,3,104984252
2016,3,104984258
2016,3,104984302
2016,3,104985462
2016,3,104985487
2016,3,104985489
2016,3,104985490
2016,3,104985491
2016,3,104985498
2016,3,104985507
2016,3,104985508
2016,3,104986607
2016,3,104986642
2016,3,104987731
2016,3,104987733
2016,3,104987734
2016,3,104988868
2016,3,104988879
2016,3,104988889
2016,3,104988898
2016,3,104988911
2016,3,104988912
2016,3,104988919
2016,3,104990028
2016,3,104990032
2016,3,104990033
2016,3,104990069
2016,3,104991154
2016,3,104991173
2016,3,104991178
2016,3,104991179
2016,3,104991180
2016,3,104991181
2016,3,104992271
2016,3,104992272
2016,3,104992302
2016,3,104992305
2016,3,104992328
2016,3,104993452
2016,3,104993474
2016,3,104994566
2016,3,104994567
2016,3,104994572
2016,3,104994588
2016,3,104995690
2016,3,104995693
2016,3,104995725
2016,3,104995745
2016,3,104995749
2016,3,104996817
2016,3,104996829
