"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,103784126,5
2017,103784366,5
2017,103784361,5
2017,103784544,4
2017,103784785,5
2017,103784772,5
2017,103784777,5
2017,103784769,5
2017,103787294,5
2017,103787917,4
2017,103788909,5
2017,103789344,5
2017,103791069,4
2017,103791635,5
2017,103791936,5
2017,103792590,5
2017,103748845,5
2017,103749755,5
2017,103752074,5
2017,103752101,4
2017,103753255,5
2017,103753241,4
2017,103753800,4
2017,103753804,4
2017,103754478,4
2017,103755732,4
2017,103755824,4
2017,103756444,5
2017,103756751,4
2017,103757092,5
2017,103757423,4
2017,103757823,5
2017,103758252,5
2017,103758264,5
2017,103758766,4
2017,103758800,5
2017,103759376,5
2017,103761465,5
2017,103761688,5
2017,103762352,5
2017,103762453,5
2017,103762544,5
2017,103762680,5
2017,103762688,5
2017,103762694,5
2017,103762725,5
2017,103762881,5
2017,103763010,4
2017,103763463,5
2017,103763468,5
2017,103763513,5
2017,103764219,5
2017,103764654,5
2017,103764765,5
2017,103765090,5
2017,103765135,4
2017,103765345,5
2017,103765709,5
2017,103765888,4
2017,103766195,5
2017,103766495,5
2017,103766677,5
2017,103767013,5
2017,103767793,5
2017,103768369,5
2017,103771822,4
2017,103772273,5
2017,103773465,5
2017,103774277,5
2017,103776843,5
2017,103777711,5
2017,103777819,5
2017,103777942,5
2017,103778165,5
2017,103778155,5
2017,103778192,5
2017,103779959,5
2017,103780875,5
2017,103781975,5
2017,103782347,5
2017,103782789,5
2017,103783040,5
2017,103783046,5
2017,103783064,5
2017,103783150,5
2017,103784442,5
2017,103784435,5
2017,103784455,5
2017,103786710,5
2017,103786718,5
2017,103788565,5
2017,103789122,5
2017,103789730,5
2017,103789772,4
2017,103790650,5
2017,103790655,5
2017,103790660,5
2017,103790657,5
2017,103791067,5
2017,103791071,5
2017,103745362,5
2017,103745788,4
2017,103746826,1
2017,103749144,5
2017,103749555,5
2017,103749785,5
2017,103749995,5
2017,103751787,5
2017,103752086,4
2017,103752202,5
2017,103752205,5
2017,103752327,4
2017,103752315,4
2017,103752411,5
2017,103753186,5
2017,103753395,4
2017,103753805,5
2017,103753816,5
2017,103754912,5
2017,103754941,5
2017,103755007,5
2017,103755078,5
2017,103755081,5
2017,103755087,5
2017,103755460,5
2017,103755812,5
2017,103756179,5
2017,103756658,5
2017,103756657,5
2017,103757690,5
2017,103757944,5
2017,103757994,5
2017,103758812,5
2017,103758920,5
2017,103759258,5
2017,103759318,5
2017,103759586,5
2017,103759777,5
2017,103760923,5
