"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,9,110734458
2017,6,110734749
2017,6,110734741
2017,6,110734777
2017,9,110734846
2017,6,110735481
2017,6,110735317
2017,6,110735313
2017,6,110735480
2017,6,110735697
2017,6,110735696
2017,9,110735700
2017,9,110735871
2017,6,110737321
2017,9,110737338
2017,9,110737486
2017,9,110737559
2017,9,110737658
2017,9,110737912
2017,6,110738546
2017,6,110738548
2017,9,110738989
2017,6,110739096
2017,6,110739092
2017,3,110739092
2017,9,110739517
2017,6,110739582
2017,6,110739572
2017,6,110740074
2017,12,110740267
2017,9,110740424
2017,6,110740463
2017,6,110740475
2017,6,110740482
2017,6,110740501
2017,6,110740516
2017,6,110740570
2017,9,110740739
2017,9,110740940
2017,9,110741310
2017,9,110741448
2017,6,110741812
2017,9,110743035
2017,9,110742650
2017,6,110743115
2017,6,110743118
2017,12,110743976
2017,12,110744224
2017,6,110744617
2017,9,118270199
2017,6,118270370
2017,3,118270370
2017,6,118271592
2017,6,118271591
2017,1,118271591
2017,3,118271591
2017,9,118271639
2017,3,118272678
2017,9,118275217
2017,9,118275474
2017,9,110756038
2017,9,110756175
2017,9,110756331
2017,6,110756501
2017,9,110756654
2017,6,110756876
2017,6,110756884
2017,9,110757119
2017,6,110757299
2017,6,110757380
2017,9,110757605
2017,6,110757661
2017,9,110757861
2017,6,110758001
2017,6,110758110
2017,6,110758451
2017,6,110758455
2017,6,110758832
2017,9,110758834
2017,6,110761104
2017,9,110761409
2017,9,110761547
2017,8,110761659
2017,6,110761659
2017,3,110761659
2017,6,110761655
2017,1,110761655
2017,6,110761668
2017,6,110761663
2017,9,110762281
2017,6,110762398
2017,9,110762438
2017,6,110762525
2017,6,110762527
2017,6,110762809
2017,6,110762803
2017,9,110762876
2017,9,110763108
2017,9,110763524
2017,6,110763899
2017,3,110763899
2017,6,110763904
2017,9,110763960
2017,6,110764049
2017,9,110764139
2017,6,110764364
2017,9,110764474
2017,6,110764717
2017,6,110764713
2017,6,110764752
2017,6,110764748
2017,3,110764748
2017,9,110765952
2017,2,110766571
2017,6,110767041
2017,3,110767041
2017,9,110767998
2017,9,110768025
2017,6,110768574
2017,6,110768621
2017,2,110768625
2017,2,110768835
2017,6,110768941
2017,1,110768941
2017,6,110769108
2017,3,110769317
2017,9,110769457
2017,9,110770057
2017,6,110770453
2017,6,110770460
2017,9,110770529
2017,6,110770581
2017,6,110771334
2017,1,110771334
2017,3,110771334
2017,6,110771533
2017,6,110771530
2017,3,110771530
2017,6,110771874
2017,6,110771907
2017,9,110772169
2017,9,110772308
2017,6,110772451
2017,6,110772448
2017,9,110774373
2017,9,110774592
2017,6,110774792
2017,9,110774847
2017,6,110774870
2017,8,110775087
2017,9,110775294
2017,9,110775313
2017,6,110775477
2017,6,110776051
2017,1,110776051
2017,3,110776051
2017,6,110776231
2017,9,110776748
2017,3,110776807
2017,6,110776807
2017,1,110776807
2017,9,110776867
2017,9,110776926
2017,6,110776951
2017,6,110776947
2017,9,110777167
2017,9,110777330
2017,6,110777572
2017,6,110777802
2017,6,110777801
2017,9,110777815
2017,9,110777982
2017,9,110779108
2017,6,110779293
2017,9,110779625
2017,9,111387361
2017,6,111387608
2017,9,111387769
2017,2,111388025
2017,9,111388189
2017,9,111388186
2017,6,111388399
2017,9,111388633
2017,9,111388729
2017,9,111388804
2017,9,111389165
2017,9,111389177
2017,9,111389298
2017,6,111389493
2017,6,111389488
2017,3,111389488
2017,6,111389541
2017,6,111389819
2017,9,111389853
2017,9,111389978
2017,6,111390009
2017,6,111390625
2017,6,111390983
2017,6,111390976
2017,6,111391940
2017,9,111392187
2017,6,111392202
2017,9,111392750
2017,6,111393023
2017,6,111393127
2017,12,111393219
2017,12,111393324
2017,12,111393441
2017,6,111393736
2017,6,111393734
2017,3,111393734
2017,9,111393759
2017,9,111393965
2017,6,111394029
2017,6,111394105
2017,9,111394384
2017,6,111395112
2017,9,111395108
2017,9,111395853
2017,9,111395896
2017,9,111396291
2017,9,111396583
2017,9,111396649
2017,9,111396727
2017,9,111396792
2017,6,111397074
2017,6,111397230
2017,8,111397315
2017,9,111397361
2017,9,111397467
2017,9,111397473
2017,6,111397474
2017,9,111397664
2017,9,111397781
2017,9,111398146
2017,9,111398260
2017,9,111398505
2017,6,111398590
2017,9,111398654
2017,9,111398683
2017,2,111398845
2017,6,111398896
2017,9,111399005
2017,8,111399451
2017,9,111399770
2017,9,111399776
2017,6,111399834
2017,9,111400000
2017,9,111400183
2017,6,111400330
2017,3,111400330
2017,9,111400364
2017,9,111400423
2017,6,111400982
2017,6,111401220
2017,9,111401323
2017,6,111401561
2017,9,111401627
2017,6,111401680
2017,1,111401680
2017,9,111401878
2017,9,111401869
2017,9,111401983
2017,9,111403835
2017,9,111404249
2017,6,111404292
2017,9,111404352
2017,9,111404403
2017,9,111404534
2017,9,111404715
2017,9,111404817
2017,9,111404875
2017,6,111404954
2017,9,111404950
2017,9,111404947
2017,9,111405107
2017,9,111405292
2017,9,111405659
2017,9,111405758
2017,9,111405815
2017,9,111405980
2017,9,111406253
2017,9,111406390
2017,6,111406590
2017,9,111406587
2017,6,111407393
2017,9,111407395
2017,9,111407462
2017,9,111407615
2017,6,111407885
2017,9,111407878
2017,9,111408105
2017,6,111408241
2017,6,111408332
2017,9,111408327
2017,6,111408899
2017,9,111409478
2017,9,111409524
2017,6,111409758
2017,9,111410030
2017,8,111410023
2017,12,111410203
2017,6,111411608
2017,1,111411608
2017,3,111411730
2017,9,111412374
2017,6,111412469
