"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
140592016,14059,2016,"OH0010000","OH0010000","","N","N",,"I","ADAMS","ADAMS","Adams","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","County",19039,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","N",18,2,20,2,4,6,0,0,01-JAN-98,01-DEC-01,01-DEC-01,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
140602016,14060,2016,"OH0010100","OH0010100","","N","N",,"I","MANCHESTER","MANCHESTER","Manchester","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1967,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-98,01-SEP-03,,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
140602016,14060,2016,"OH0010100","OH0010100","","N","N",,"I","MANCHESTER","MANCHESTER","Manchester","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1967,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-98,01-SEP-03,,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","N","Y"
140612016,14061,2016,"OH0010200","OH0010200","","N","N",,"I","PEEBLES","PEEBLES","Peebles","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1758,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",0,0,0,0,0,0,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-JUN-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
140612016,14061,2016,"OH0010200","OH0010200","","N","N",,"I","PEEBLES","PEEBLES","Peebles","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1758,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",0,0,0,0,0,0,0,0,01-JAN-98,01-JAN-06,01-JAN-06,01-JUN-16,,,"N","ADAMS","Non-MSA","Y","N","Y"
140622016,14062,2016,"OH0010300","OH0010300","","N","N",,"I","WEST UNION","WEST UNION","West Union","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",3167,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",5,0,5,0,0,0,0,0,01-JAN-98,01-JUN-04,01-JUN-04,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
140632016,14063,2016,"OH0010600","OH0010600","","N","N",,"I","SEAMAN","SEAMAN","Seaman","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",920,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",2,0,2,0,0,0,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
140632016,14063,2016,"OH0010600","OH0010600","","N","N",,"I","SEAMAN","SEAMAN","Seaman","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",920,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",2,0,2,0,0,0,0,0,01-JAN-98,01-JAN-04,01-JAN-04,01-JAN-16,,,"N","ADAMS","Non-MSA","Y","N","Y"
140642016,14064,2016,"OH0010700","OH0010700","","N","N",,"I","WINCHESTER","WINCHESTER","Winchester","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1032,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-98,01-JAN-04,,01-FEB-16,,,"N","ADAMS","Non-MSA","Y","N","Y"
140642016,14064,2016,"OH0010700","OH0010700","","N","N",,"I","WINCHESTER","WINCHESTER","Winchester","","A",39,"Ohio","OH","OH","3","East North Central","2","Midwest","Region II","City",1032,23385,"OHUCR0001","Ohio Department of Public Safety Office of Criminal Justice Services","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","N",1,0,1,0,0,0,0,0,01-JAN-98,01-JAN-04,,01-FEB-16,,,"N","ADAMS","Non-MSA","Y","Y","Y"
