"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2018,21,132901969
2018,21,132896890
2018,21,132896899
2018,21,132896909
2018,21,132902008
2018,21,132902106
2018,21,132902122
2018,21,132906894
2018,21,132902232
2018,21,132897078
2018,21,132897092
2018,21,132902278
2018,21,132902301
2018,21,132902312
2018,21,132897116
2018,21,132902325
2018,21,132897136
2018,21,132907087
2018,21,132907090
2018,21,132907123
2018,21,132902497
2018,21,132902526
2018,21,132902529
2018,21,132902530
2018,21,132902538
2018,21,132907236
2018,21,132907281
2018,21,132902701
2018,21,132907365
2018,22,132907394
2018,21,132902766
2018,21,132902772
2018,21,132897375
2018,21,132902854
2018,21,132897398
2018,21,132902881
2018,21,132902888
2018,21,132907487
2018,21,132902917
2018,21,132907496
2018,21,132907500
2018,21,132902976
2018,21,132902998
2018,21,132907551
2018,21,132903091
2018,21,132897524
2018,21,132897529
2018,21,132903104
2018,21,132897539
2018,21,132907588
2018,21,132907593
2018,21,132897564
2018,21,132897561
2018,21,132903142
2018,21,132907610
2018,21,132903172
2018,21,132903183
2018,21,132903194
2018,21,132903207
2018,21,132903294
2018,21,132903298
2018,21,132903307
2018,21,132903306
2018,21,132903313
2018,21,132903322
2018,21,132907720
2018,21,132907724
2018,21,132897671
2018,21,132897690
2018,21,132897725
2018,21,132903418
2018,21,132903428
2018,21,132897731
2018,21,132907796
2018,21,132897748
2018,21,132897751
2018,21,132903466
2018,21,132903484
2018,21,132907843
2018,21,132903536
2018,21,132903546
2018,21,132903567
2018,21,132903594
2018,21,132903623
2018,21,132897822
2018,21,132897823
2018,21,132903636
2018,21,132903639
2018,21,132907928
2018,21,132903677
2018,21,132903679
2018,21,132903721
2018,21,132903728
2018,21,132897867
2018,21,132897885
2018,21,132908029
2018,21,132903788
2018,21,132897909
2018,21,132903796
2018,21,132897913
2018,21,132897914
2018,21,132897931
2018,21,132908094
2018,21,132903857
2018,21,132903877
2018,21,132903892
2018,21,132908163
2018,21,132908187
2018,21,132908203
2018,21,132903972
2018,21,132903973
2018,21,132908211
2018,21,132908212
2018,21,132908229
2018,21,132904007
2018,21,132904008
2018,21,132904009
2018,21,132897998
2018,21,132904021
2018,21,132898011
2018,21,132904023
2018,21,132904025
2018,21,132904047
2018,21,132904067
2018,21,132898047
2018,21,132904079
2018,21,132908318
2018,21,132904133
2018,21,132904148
2018,21,132904149
2018,21,132898091
2018,21,132904157
2018,21,132908397
2018,21,132908396
2018,21,132908436
2018,21,132904209
2018,21,132898142
2018,21,132904222
2018,21,132908447
2018,21,132904265
2018,21,132904266
2018,21,132904275
2018,21,132904292
2018,21,132904295
2018,21,132904305
2018,21,132898193
2018,21,132904321
2018,21,132904360
2018,21,132904389
2018,21,132908587
2018,21,132908586
2018,21,132898231
2018,21,132904406
2018,21,132904409
2018,21,132908604
2018,21,132904442
2018,21,132904458
2018,21,132904471
2018,21,132904513
2018,21,132908681
2018,21,132904556
2018,21,132908722
2018,21,132908740
2018,21,132908764
2018,21,132908766
2018,21,132904620
2018,21,132908803
2018,21,132898373
2018,21,132908815
2018,21,132908831
2018,21,132904687
2018,21,132898401
2018,21,132904699
2018,21,132908916
2018,21,132908939
2018,21,132904767
2018,21,132904782
2018,21,132898446
2018,21,132904788
2018,21,132904797
2018,21,132904803
2018,21,132908979
2018,21,132898459
2018,21,132908980
2018,21,132908977
2018,21,132898471
2018,21,132898476
2018,21,132898479
2018,21,132898480
2018,21,132904861
2018,21,132904860
2018,21,132904870
2018,21,132909033
2018,21,132909035
2018,21,132898535
2018,21,132898539
2018,21,132909071
2018,21,132904968
2018,21,132909112
2018,21,132909116
2018,21,132898607
2018,21,132898604
2018,21,132909202
2018,21,132898617
2018,21,132905055
2018,21,132909212
2018,21,132909213
2018,21,132909216
2018,21,132909217
2018,21,132909219
2018,21,132909218
2018,21,132905073
2018,21,132905076
2018,21,132905075
2018,21,132905079
2018,21,132909231
2018,21,132909242
2018,21,132909243
2018,21,132905111
2018,21,132905127
2018,21,132909274
2018,21,132909275
2018,21,132898686
2018,21,132909314
2018,21,132898690
2018,21,132909328
2018,21,132909341
2018,21,132909348
2018,21,132898710
2018,21,132898712
2018,21,132905232
2018,21,132909383
2018,21,132905246
2018,21,132905258
2018,21,132898754
2018,21,132909434
2018,21,132898770
2018,21,132905307
2018,21,132909495
2018,21,132898799
2018,21,132898800
2018,21,132898805
2018,21,132905355
2018,21,132909540
2018,21,132909561
2018,21,132905422
2018,21,132909593
2018,21,132898868
2018,21,132898873
2018,21,132905479
2018,21,132898884
2018,21,132905481
2018,21,132905480
2018,21,132905482
2018,21,132909645
2018,21,132898909
2018,21,132905531
2018,21,132905561
2018,21,132898927
2018,21,132909698
2018,21,132898946
2018,21,132905604
2018,21,132905614
2018,21,132905620
2018,21,132905654
2018,21,132905662
2018,21,132905660
2018,21,132905672
2018,21,132909779
2018,21,132899008
2018,21,132909798
2018,21,132905721
2018,21,132909806
2018,21,132899047
2018,21,132909840
2018,21,132909849
2018,21,132899059
2018,21,132909870
2018,21,132899068
2018,21,132899073
2018,21,132905827
2018,21,132905833
2018,21,132905832
2018,21,132909905
2018,21,132909906
2018,21,132905876
2018,21,132909910
2018,21,132909922
2018,21,132905888
2018,21,132909927
2018,21,132909926
2018,21,132905913
2018,21,132909934
2018,21,132905921
2018,21,132899131
2018,21,132909952
2018,21,132909951
2018,21,132905958
2018,21,132899170
2018,21,132910045
2018,21,132906053
2018,21,132906058
2018,21,132899225
2018,21,132910082
2018,21,132899242
2018,21,132906102
2018,21,132911142
2018,21,132911165
2018,21,132911181
2018,21,132910166
2018,21,132911247
2018,21,132911254
2018,21,132899330
2018,21,132899337
2018,21,132911289
2018,21,132910237
2018,21,132910259
2018,21,132899355
2018,21,132911343
2018,21,132911349
2018,21,132899365
2018,21,132911376
2018,21,132910279
2018,21,132911391
2018,21,132899388
2018,21,132910313
2018,21,132911515
2018,21,132910362
2018,21,132899448
2018,21,132911545
2018,21,132911569
2018,21,132899470
2018,21,132911575
2018,21,132910410
2018,21,132911589
2018,21,132910415
2018,21,132910422
2018,21,132910446
2018,21,132911639
2018,21,132910458
2018,21,132910457
2018,21,132910493
2018,21,132911702
2018,21,132910501
2018,21,132911714
2018,21,132911725
2018,21,132911750
2018,21,132910539
2018,21,132910548
2018,21,132899598
2018,21,132899600
2018,21,132911878
2018,21,132910620
2018,21,132899635
2018,21,132910630
2018,21,132910652
2018,21,132911953
2018,21,132910672
2018,21,132910682
2018,21,132911980
2018,21,132910724
2018,21,132912041
2018,21,132899690
2018,21,132912073
2018,21,132899718
2018,21,132899721
2018,21,132912104
2018,21,132912106
2018,21,132912146
2018,21,132899966
2018,21,132912578
2018,21,132912580
2018,21,132912605
2018,21,132899986
2018,21,132899987
2018,21,132916142
2018,21,132912780
2018,21,132912791
2018,21,132912812
2018,21,132916172
2018,21,132916214
2018,21,132900111
2018,21,132912926
2018,21,132916250
2018,21,132912969
2018,21,132912987
2018,21,132916289
2018,21,132900174
2018,21,132916323
2018,21,132916352
2018,21,132916373
2018,21,132913169
2018,21,132900236
2018,21,132913211
2018,21,132913218
2018,21,132900261
2018,21,132913236
2018,21,132900275
2018,21,132913286
2018,21,132900288
2018,21,132916507
2018,21,132913319
2018,21,132913336
2018,21,132900307
2018,21,132900315
2018,21,132916548
2018,21,132913399
2018,21,132913406
2018,21,132916568
2018,21,132913431
2018,21,132913445
2018,21,132913446
2018,21,132900336
2018,21,132900335
2018,21,132916601
2018,21,132913467
2018,21,132900348
2018,21,132913523
2018,21,132900374
2018,21,132913579
2018,21,132896881
2018,21,132913603
2018,21,132913587
2018,21,132900439
2018,21,132916729
2018,21,132913744
2018,21,132900461
2018,21,132916753
2018,21,132900469
2018,21,132916771
2018,21,132900487
2018,21,132913867
2018,21,132916838
2018,21,132900526
2018,21,132913958
2018,21,132900550
2018,21,132913984
2018,21,132916898
2018,21,132916908
2018,21,132916910
2018,21,132900598
2018,21,132900599
2018,21,132914064
2018,21,132916942
2018,21,132914075
2018,21,132916964
2018,21,132916965
2018,21,132914123
2018,21,132914137
2018,21,132916978
2018,21,132914165
2018,21,132900660
2018,21,132900675
2018,21,132900690
2018,21,132914272
2018,21,132914292
2018,21,132914288
2018,21,132900723
2018,21,132914312
2018,21,132914629
2018,21,132900871
2018,21,132917275
2018,21,132917304
2018,21,132900914
2018,21,132900929
2018,21,132914781
2018,21,132900966
2018,21,132900974
2018,21,132914870
2018,21,132901023
2018,21,132901022
2018,21,132917400
2018,21,132917399
2018,21,132917408
2018,21,132914951
2018,21,132914967
2018,21,132915041
2018,21,132915049
2018,21,132901090
2018,22,132917474
2018,21,132915080
2018,21,132901116
2018,21,132915124
2018,21,132915160
2018,21,132915167
2018,21,132915179
2018,21,132915185
2018,21,132915186
2018,21,132915243
2018,21,132915242
2018,21,132915241
2018,21,132917617
2018,21,132915274
2018,21,132921216
2018,21,132921220
2018,21,132915309
2018,21,132917660
2018,21,132921235
2018,21,132915331
2018,21,132921246
2018,21,132921247
2018,21,132917684
2018,21,132917698
2018,21,132917705
2018,21,132915440
2018,21,132921302
2018,21,132921319
2018,21,132921318
2018,21,132915544
2018,21,132917810
2018,21,132917811
2018,21,132915602
2018,21,132915618
2018,21,132917845
2018,21,132917862
2018,21,132921391
2018,21,132921395
2018,21,132915701
2018,21,132915704
2018,21,132925256
2018,21,132930114
2018,21,132915768
2018,21,132921423
2018,21,132917922
2018,21,132917923
2018,21,132915856
2018,21,132917950
2018,21,132915893
2018,21,132915904
2018,21,132921508
2018,21,132917989
2018,21,132915946
2018,21,132918011
2018,21,132918038
2018,21,132918052
2018,21,132921552
2018,21,132918073
