"DATA_YEAR","VICTIM_ID","INJURY_ID"
2018,119377657,4
2018,119359676,4
2018,119377666,4
2018,119377670,5
2018,119377669,5
2018,119377667,5
2018,119359781,5
2018,119359872,5
2018,119359896,5
2018,119359936,4
2018,119377215,5
2018,119367237,4
2018,119360016,4
2018,119367279,4
2018,119367342,5
2018,119360076,5
2018,119360077,5
2018,119377677,4
2018,119376968,4
2018,119377197,4
2018,119377260,5
2018,119377273,5
2018,119377528,5
2018,119377668,5
2018,119377671,4
2018,119377682,4
2018,119377685,5
2018,119377686,5
2018,120264871,4
2018,110131323,4
2018,110131334,5
2018,110131469,4
2018,110122452,5
2018,110131580,5
2018,110131632,5
2018,110131781,5
2018,110122719,5
2018,110127368,5
2018,110131844,5
2018,110131915,4
2018,110131921,4
2018,110131962,4
2018,110113552,5
2018,110113597,5
2018,110110037,4
2018,110110042,4
2018,110113651,4
2018,110110095,5
2018,110118538,5
2018,110118544,4
2018,110110114,4
2018,110113786,4
2018,110113807,5
2018,110110217,4
2018,110110253,4
2018,110113919,4
2018,110118946,4
2018,110118971,4
2018,110110320,5
2018,110118978,5
2018,110114061,2
2018,110119088,4
2018,110120793,4
2018,110120051,4
2018,110114920,5
2018,110120210,4
2018,110125689,5
2018,110121453,4
2018,110130562,4
2018,110121611,4
2018,110130600,5
2018,110130610,4
2018,110121626,5
2018,110130624,4
2018,110130646,5
2018,110125956,5
2018,110125993,5
2018,110126012,4
2018,110130712,2
2018,110130735,4
2018,110121745,4
2018,110130774,4
2018,110126113,4
2018,110126125,4
2018,110126173,4
2018,110126183,4
2018,110126187,4
2018,110121843,4
2018,110126190,5
2018,110131307,5
2018,110126777,5
2018,110131332,4
2018,110131347,5
2018,110131427,5
2018,110131589,5
2018,110131658,4
2018,110131672,4
2018,110122680,4
2018,110127339,5
2018,110122698,5
2018,110127472,4
2018,110127498,4
2018,110118188,4
2018,110118395,5
2018,110118474,4
2018,110126192,5
2018,110130873,5
2018,110126267,4
2018,110121951,5
2018,110130978,4
2018,110126341,4
2018,110121996,4
2018,110126403,4
2018,110131096,5
2018,110126522,2
2018,110131113,4
2018,110122102,5
2018,110122137,5
2018,110122152,4
2018,110126627,6
2018,110131209,4
2018,110122196,4
2018,110122199,5
2018,110122218,5
2018,110126714,6
2018,110126714,8
2018,110126714,1
2018,110131256,4
2018,110122260,4
2018,110131319,5
2018,110131317,5
2018,110131318,5
2018,110126776,5
2018,110131316,5
2018,110131315,5
2018,110131324,4
2018,110122289,4
2018,110126788,4
2018,110131336,4
2018,110131339,5
2018,110126800,5
2018,110122309,4
2018,110126815,4
2018,110131363,5
2018,110122340,5
2018,110126854,5
2018,110122354,5
2018,110131402,5
2018,110131411,4
2018,110126865,4
2018,110131418,4
2018,110126885,5
2018,110126909,5
2018,110131457,4
2018,110131461,4
2018,110131468,5
2018,110122415,4
2018,110122421,4
2018,110126961,4
2018,110131485,4
2018,110131484,4
2018,110131523,5
2018,110126995,5
2018,110131522,5
2018,110122496,3
2018,110122503,5
2018,110127069,5
2018,110131590,4
2018,110127071,4
2018,110122514,4
2018,110131648,5
2018,110127131,4
2018,110127180,4
2018,110131779,4
2018,110122659,4
2018,110131812,4
2018,110127343,5
2018,110127346,4
2018,110131847,4
2018,110127381,4
2018,110127446,4
2018,110131916,5
2018,110122796,5
2018,110131926,5
2018,110127465,5
2018,110131955,5
2018,110131969,3
2018,110127512,4
2018,110127527,4
2018,110122839,5
2018,110118693,4
2018,110118715,5
2018,110110226,5
2018,110113854,5
2018,110113960,4
2018,110114002,5
2018,110110347,5
2018,110119039,5
2018,110119186,5
2018,110119353,4
2018,110120857,4
2018,110119965,5
2018,110120907,4
2018,110120918,4
2018,110120016,4
2018,110114786,5
2018,110114891,5
2018,110114992,5
2018,110115068,4
2018,110131409,4
2018,110122377,4
2018,110126962,5
2018,110131481,5
2018,110127285,4
2018,110131780,4
2018,110127485,5
2018,110109678,5
2018,110109690,4
2018,110109689,4
2018,110118287,5
2018,110118409,5
2018,110118415,5
2018,110118430,5
2018,110113589,4
2018,110118620,6
2018,110110203,5
2018,110113887,4
2018,110118866,5
2018,110118939,4
2018,110119035,5
2018,110114103,5
2018,110114361,5
2018,110114554,4
2018,110119919,4
2018,110114918,1
2018,110120221,5
2018,110121592,4
2018,110125882,4
2018,110125939,5
2018,110126095,4
2018,110130805,4
2018,110121801,3
2018,110126153,4
2018,110126152,4
2018,110130872,4
2018,110126210,1
2018,110121886,4
2018,110126270,4
2018,110130961,5
2018,110126314,4
2018,110130984,4
2018,110126340,5
2018,110130998,5
2018,110126348,4
2018,110131039,4
2018,110126497,4
2018,110122067,4
2018,110126527,4
2018,110131117,4
2018,110122105,4
2018,110131135,5
2018,110131179,4
2018,110131178,4
2018,110122158,5
2018,110131204,4
2018,110126692,4
2018,110122213,5
2018,110126754,4
2018,110126798,4
2018,110131410,4
2018,110131415,4
2018,110126875,4
2018,110131419,4
2018,110126894,4
2018,110131497,4
2018,110122457,5
2018,110131534,4
2018,110122470,4
2018,110131561,4
2018,110131582,5
2018,110127064,4
2018,110131598,4
2018,110122575,4
2018,110122595,5
2018,110131805,5
2018,110131807,5
2018,110131818,5
2018,110131821,4
2018,110122708,5
2018,110122747,4
2018,110127443,5
2018,110127445,4
2018,110131913,4
2018,110127496,5
2018,110127492,4
2018,119337058,5
2018,119337133,2
2018,119337135,4
2018,119335281,5
2018,119335379,5
2018,119337251,4
2018,119337332,4
2018,119337401,5
2018,119341629,4
2018,119335605,4
