"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2016,90572241,82924088,7,,
2016,91179663,84511332,7,,
2016,93013886,87746655,4,,
2016,90571536,84507311,7,,
2016,91794259,85156635,6,,
2016,90571793,84063579,4,,
2016,90571814,84508316,4,,
2016,89961984,85868938,5,,
2016,89352343,85162705,4,,
2016,92404289,85162717,7,,
2016,89352386,85165650,7,,
2016,93014876,84508483,7,,
2016,93628369,85166784,1,,
2016,90573963,85168640,7,,
2016,90571897,82901971,7,,
2016,89961005,82901974,7,,
2016,91182859,82904263,7,,
2016,92399530,84530250,6,,
2016,91182506,84062518,7,,
2016,92311587,87243134,5,,
2016,91181237,87722791,6,,
2016,91181435,87731816,1,,
2016,91181481,87733548,7,,
2016,91179561,84505887,1,,
2016,91179646,84511199,7,1,
2016,91182675,82873368,7,,
2016,91182840,82902091,6,,
2016,91179777,84519851,6,,
2016,91183057,82916741,6,,
2016,91183218,85842415,7,,
2016,91182047,83891259,6,,
2016,91183300,85844560,5,,
2016,91183330,85846426,4,,
2016,91183387,85848508,5,,
2016,91179088,84479575,4,,
2016,91182125,83975680,4,,
2016,91183486,85853686,7,,
2016,91183573,85857770,5,,
2016,91179214,84486694,4,,
2016,91183738,85865934,7,,
2016,91181703,87743057,7,,
2016,91184109,85882342,6,,
2016,91184137,85883384,1,,
2016,93012504,84549278,1,,
2016,93011746,84504915,7,,
2016,93017397,85192122,7,,
2016,93017555,85200452,6,,
2016,93013505,87729307,4,,
2016,93013590,87733499,4,,
2016,93012618,84554966,7,,
2016,93012883,83968980,4,,
2016,93013713,87738570,7,,
2016,92302206,84544453,6,,
2016,91081729,84552139,6,,
2016,89861010,83962700,5,,
2016,89861019,87715588,7,,
2016,92311591,84576280,7,,
2016,92924284,84526333,6,,
2016,90480583,84544394,4,,
2016,93010583,87232059,7,,
2016,91788567,84488510,2,,
2016,93624074,83963700,7,,
2016,91181606,87738651,7,,
2016,90570675,87739496,1,,
2016,91179739,84517724,4,,
2016,89347315,84517726,7,,
2016,93626123,82871194,7,,
2016,91182655,82871221,7,,
2016,89958105,84522009,6,,
2016,93623326,84522048,4,,
2016,93012907,83970103,7,,
2016,90570780,87743945,7,,
2016,91791496,87744782,4,,
2016,93013861,87745727,1,,
2016,89346554,84477576,7,0,
2016,91180807,87705660,4,,
2016,89348443,87706575,6,,
2016,90567204,87221901,7,,
2016,93621569,87222845,1,,
2016,93621570,87222860,6,,
2016,91791626,82884342,7,,
2016,90570948,82885401,4,,
2016,90567225,87222893,4,,
2016,89957383,84482460,7,,
2016,93622601,84483481,4,,
2016,89346680,84484542,7,,
2016,93012244,84535342,7,,
2016,89348551,87711484,7,,
2016,93624436,87712320,7,,
2016,91790781,87712332,7,,
2016,89345680,87225966,1,,
2016,89345761,87229117,6,,
2016,89958406,84539288,4,,
2016,89347744,84540368,6,,
2016,90571098,83890262,4,,
2016,91791792,83890277,7,,
2016,93622779,84492106,7,,
2016,93624635,87721171,7,,
2016,92401668,83975626,4,,
2016,91788152,87235997,4,,
2016,92397945,87236099,4,,
2016,93621820,87236131,5,,
2016,89957665,84498486,6,,
2016,90569325,84545350,6,,
2016,91180271,84546328,4,,
2016,89960355,83976792,7,,
2016,91181308,87726854,7,,
2016,89957788,84504786,7,,
2016,91180356,84550261,7,,
2016,93012561,84552097,7,,
2016,91181347,87728473,7,1,
2016,89957797,84504829,4,,
2016,91791205,87731848,7,,
2016,93014536,84504118,7,,
2016,90567709,85818767,7,,
2016,91789356,84507965,7,,
2016,90569522,84555015,4,,
2016,91181554,87736839,7,,
2016,90571603,87020499,6,,
2016,93014663,87020639,5,,
2016,89961807,85860983,6,,
2016,90572756,85861985,6,,
2016,93628199,85157658,7,,
2016,92403246,85864915,5,,
2016,90573820,85160590,4,,
2016,93015895,85866955,5,,
2016,90573876,85163596,4,,
2016,89962929,85167663,7,,
2016,93626309,82899841,7,,
2016,90571895,82900980,1,,
2016,91182824,82900980,4,,
2016,91792579,82902089,7,,
2016,91183906,85874011,7,,
2016,91794524,85170663,7,,
2016,90574018,85172646,7,,
2016,89350484,82907650,4,,
2016,91793647,85875082,5,,
2016,90573039,85875197,4,,
2016,93628570,85178743,1,,
2016,91185002,85178771,6,,
2016,93627649,85880322,7,,
2016,91183081,82918871,6,,
2016,91792835,82920053,1,,
2016,92403703,85884341,7,,
2016,89963290,85186954,4,,
2016,93626793,85842547,7,1,
2016,91792943,85843421,6,,
2016,91185202,85191035,6,,
2016,93015386,85845436,6,,
2016,92402925,85849617,4,,
2016,92405022,85205601,4,,
2016,91793335,85859923,4,,
2016,89957542,84490926,7,,
2016,89957924,84511315,7,,
2016,89958422,84540284,7,,
2016,89958717,84556048,7,,
2016,89958223,84528295,7,,
2016,89959779,87736028,7,,
2016,89959951,87743935,4,,
2016,89959010,83972238,7,,
2016,89959332,87715632,7,,
2016,89956836,83677880,6,,
2016,89956840,83677890,3,,
2016,89956508,87227980,7,,
2016,89956542,87229974,7,,
2016,89957002,84578294,7,,
2016,89957032,84891918,5,,
2016,89957108,82883181,6,,
2016,89959365,87717271,5,,
2016,89959392,87718751,4,,
2016,89956776,87241179,4,,
2016,89960265,83891331,7,,
2016,89959641,87730181,5,,1
2016,89960330,83975638,6,,
2016,89960394,83978992,5,,
2016,89957857,84508028,5,,0
2016,89958633,84552111,1,,
2016,89958640,84552128,7,,
2016,92403626,85882265,7,,
2016,92403678,85883365,7,,
2016,92398929,84496389,1,,
2016,92398959,84498481,6,,
2016,92404549,85177717,6,,
2016,92404625,85181674,1,,
2016,92403056,85856761,7,,
2016,92398282,86952100,4,,
2016,92403896,85892614,5,,0
2016,92403986,85897611,5,,
2016,92404002,85898559,7,,
2016,92404045,85900608,6,,
2016,92397698,87222842,7,,
2016,92397733,87224970,7,,
2016,92397884,87233032,4,,
2016,92399725,84541306,7,,
2016,92311661,87736875,7,,
2016,93623154,84512335,1,,
2016,93624158,83968921,6,,
2016,93623363,84524272,7,,
2016,93622606,84483526,7,,
2016,93622705,84488848,4,,
2016,93629141,85206775,7,,
2016,93622796,84493161,7,0,
2016,93622901,84498539,4,,
2016,93628694,85184924,7,,
2016,93628797,85191034,7,,
2016,93624062,83962702,7,,
2016,93016568,85896596,6,,
2016,93016667,85902562,4,,
2016,93625346,82885432,5,,
2016,93011314,84482513,4,,
2016,93625508,83889310,7,,
2016,93624726,87724402,7,,
2016,93016984,85169776,7,,
2016,89350128,87022557,5,,
2016,90572593,85854697,5,,
2016,91183521,85854762,5,,
2016,93629143,85206793,7,,
2016,89958834,84894911,6,,
2016,92400106,84894921,7,,
2016,89349180,87738671,7,,
2016,92402187,82872299,4,,
2016,90572631,85855845,5,,
2016,91793270,85856769,1,,
2016,92403086,85857878,1,,
2016,92404194,85158648,4,,
2016,92404207,85159580,4,,
2016,92401194,87741345,7,1,
2016,90573796,85159590,7,,
2016,92404223,85159661,6,,
2016,89352309,85161596,5,,
2016,93010983,84891925,7,,
2016,91178810,87702379,7,,
2016,91792532,82899779,5,,
2016,91183700,85863961,6,,
2016,93622253,86379005,7,,
2016,91789599,84520999,5,,1
2016,89350391,82900852,6,,
2016,93626322,82900966,7,1,
2016,92404336,85166655,4,,
2016,91788689,87282496,3,,
2016,91789637,84523093,7,2,
2016,90568939,84524208,6,,
2016,93625259,87747450,7,,
2016,91791573,87748263,4,,
2016,93014963,82903129,7,,
2016,90572939,85871006,6,,
2016,90573993,85170658,7,,
2016,93628436,85170769,6,,
2016,91788727,86566796,7,,
2016,89351519,85874130,4,,
2016,91184915,85173762,5,,1
2016,91790753,87711469,7,,
2016,91184009,85877280,5,,
2016,89346560,84478515,4,,
2016,93622496,84478536,1,,
2016,89347565,84531243,7,,
2016,89347567,84531255,1,,
2016,90570120,87714767,4,,
2016,91788218,87239039,3,,
2016,93010723,87239101,7,,
2016,93622864,84496400,4,,
2016,92399880,84549276,5,,1
2016,91793898,85886398,7,,
2016,91184206,85886439,7,,
2016,93012560,84552095,1,,
2016,91181354,87728510,6,,
2016,93013495,87728572,7,,
2016,91181380,87729339,7,,
2016,91181398,87730141,7,,
2016,93623939,84556040,7,,
2016,90570490,87730911,7,,
2016,89349029,87732615,7,1,
2016,90571503,84505295,4,,
2016,90572485,85849456,4,,
2016,93626944,85849557,5,,
2016,89346176,85818706,1,,
2016,89346199,85819804,4,,
2016,93623148,84512277,7,,
2016,90570627,87736922,4,,
2016,90572596,85854719,7,,
2016,93015641,85854775,5,,
2016,89346301,84489434,2,,
2016,89347244,84514460,1,,
2016,90568780,84514594,7,,
2016,92399261,84514605,6,,
2016,93012790,83963730,6,,
2016,93014706,87023580,7,,
2016,89350166,87023679,7,,
2016,92402136,87024595,5,,
2016,91793269,85856765,7,,
2016,92398379,82882180,6,,
2016,89958933,83966814,6,,
2016,89958938,83966834,7,,
2016,93012886,83969002,1,,
2016,91183614,85859856,5,,
2016,91180752,83973388,6,,
2016,91790585,87704001,5,,1
2016,93625201,87744895,7,,
2016,91181769,87745776,7,,
2016,91791531,87745803,7,,
2016,89959059,87704776,7,,
2016,93624254,87704817,1,,
2016,91180816,87705718,4,,
2016,91180835,87706531,7,,
2016,91792507,82897432,7,,
2016,89960952,82898571,4,,
2016,93626302,82899735,1,,
2016,91788809,86571428,4,,
2016,93011217,86571555,4,,
2016,92399438,84525286,7,,
2016,92399491,84528298,4,,
2016,91180841,87706638,7,,
2016,89348479,87708217,4,,
2016,92398615,84478511,1,,
2016,90570015,87710597,7,,
2016,90570021,87710661,7,,
2016,91181888,85153678,1,,
2016,89962032,85870961,4,,
2016,93015983,85871046,7,,
2016,91178111,87220768,6,,
2016,93011303,84481589,7,1,
2016,91789844,84533279,4,,
2016,90571048,84499846,6,,
2016,93010410,87222943,7,,
2016,93621607,87224940,7,,
2016,89345670,87225007,7,,
2016,93012295,84538304,7,,
2016,91791820,83892162,4,,
2016,93626538,82913360,4,,
2016,91183020,82914535,7,,
2016,91183970,85876134,5,,
2016,93544617,86953064,6,,
2016,92321076,85864991,4,,
2016,91789323,84505938,4,,
2016,91788011,87228083,7,,
2016,91711163,83972282,4,,
2016,92321046,83890270,7,,
2016,90570328,87723712,5,,0
2016,90570386,87726045,7,,
2016,90570485,87730207,1,,
2016,90573995,85170688,6,,
2016,90567187,87220838,7,,
2016,90573300,85886363,7,,
2016,90573513,85893660,4,,
2016,90567488,87238040,6,,
2016,90567542,87241037,1,,
2016,90572219,82923032,6,,
2016,90567593,87243099,5,,
2016,90572365,85844540,4,,
2016,90567879,82882043,7,,
2016,90571615,87020604,4,,
2016,90570849,87746561,4,,
2016,90571690,87024640,7,,
2016,90568157,84480582,5,,
2016,90570966,85153689,6,,
2016,90574377,85192048,7,,
2016,90574412,85193151,7,,
2016,90568343,84489877,7,,
2016,90574503,85198310,7,,
2016,90570251,87720512,7,,
2016,90572823,85865023,7,,
2016,90572896,85868994,7,,
2016,90572903,85869044,4,,
2016,90573785,85158614,6,,
2016,92292843,87241051,5,,
2016,91182599,87023656,6,,
2016,93014735,87024667,7,,
2016,93015602,85852688,7,,
2016,93016668,85902574,6,,
2016,93010925,85819851,6,,
2016,91179614,84509152,7,,
2016,89350248,82873378,7,,
2016,93015687,85857810,5,,1
2016,89961736,85857888,7,,
2016,89961759,85858914,7,1,
2016,89957936,84512346,4,,
2016,91180558,83961734,6,,
2016,93014881,83378161,7,,
2016,90572719,85859955,4,,
2016,89961833,85862012,4,,
2016,91789474,84514521,4,,
2016,89349267,87742244,6,,
2016,92402295,82896306,7,,
2016,91792535,82899785,7,,
2016,93011009,82881021,7,,
2016,91789566,84518886,6,,
2016,89347364,84519871,7,,
2016,89959009,83971264,6,,
2016,92401300,87746534,4,,
2016,90572891,85868924,7,,
2016,91179831,84522088,7,,
2016,89349384,87748328,4,,
2016,93626376,82904284,7,,
2016,93016981,85169742,5,,
2016,93622344,86566843,6,,
2016,89963072,85176688,7,,
2016,93622409,86570481,6,,
2016,91181954,84498812,7,,
2016,92402492,82911105,1,,
2016,93016119,85877260,6,,
2016,89963095,85177682,4,,
2016,91787863,87219755,4,,
2016,93622525,84479547,5,,
2016,92402567,82915644,6,,
2016,90572113,82916772,6,,
2016,90573101,85878173,1,,
2016,91793757,85880218,4,,
2016,93017200,85181698,7,,
2016,89345663,87224945,7,,
2016,91178210,87224969,7,,
2016,89960246,83890286,7,,
2016,91183102,82920022,6,,
2016,89345705,87226985,7,,
2016,89957474,84487641,4,,
2016,93012320,84540305,7,,
2016,89348745,87720412,7,,
2016,92400711,87720449,4,,
2016,92401627,83319309,7,,
2016,89963298,85187001,7,,
2016,90574305,85187035,4,,
2016,91178269,87228084,7,,
2016,89956544,87229987,5,,
2016,93622694,84488779,7,,
2016,92398835,84490934,1,,
2016,89958437,84540397,7,,
2016,91793901,85886410,7,,
2016,93016382,85887511,7,,
2016,89963331,85189069,1,,
2016,91794867,85189084,7,,
2016,91789120,84493181,4,,
2016,93013410,87725311,4,,
2016,89350805,85842574,7,,
2016,92397946,87236139,7,,
2016,89348929,87728507,4,,
2016,92400904,87729292,1,,
2016,93626831,85844462,5,,
2016,90569473,84552995,6,,
2016,93012582,84553061,7,,
2016,91792117,84504074,5,,
2016,89349964,84504180,3,,
2016,90572455,85847549,7,,
2016,91183385,85848496,7,,
2016,93016555,85895656,7,,
2016,90568568,84502681,7,,
2016,89957760,84502762,7,,
2016,92401984,84506326,7,,
2016,91794141,85898598,7,,
2016,90574630,85204621,1,,
