"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2019,6,135896214
2019,6,135896263
2019,6,135896262
2019,9,135891571
2019,9,135889527
2019,6,135896445
2019,6,135896864
2019,8,135897285
2019,6,135892876
2019,6,135897509
2019,6,135890842
2019,8,135890842
2019,6,135890880
2019,6,135897616
2019,6,135897964
2019,6,135893470
2019,9,135893588
2019,6,135893619
2019,9,135901683
2019,9,135898101
2019,9,135901709
2019,6,135898578
2019,9,135902856
2019,9,135894656
2019,9,135898807
2019,6,135880995
2019,6,135891175
2019,6,137447133
2019,1,137457579
2019,6,137457682
2019,6,137457681
2019,6,137457862
2019,6,137453394
2019,3,137447617
2019,6,137447665
2019,6,137453709
2019,3,137447839
2019,3,137447817
2019,6,137447839
2019,3,137458100
2019,6,137447840
2019,6,137453940
2019,6,137447856
2019,6,137447999
2019,3,137458321
2019,6,137458343
2019,6,137458345
2019,6,137458344
2019,6,137454072
2019,6,137458356
2019,6,137458379
2019,6,137458381
2019,8,137458391
2019,6,137458402
2019,6,137458410
2019,6,137454096
2019,6,137448055
2019,6,137458444
2019,6,137448035
2019,6,137454118
2019,6,137448044
2019,3,137458491
2019,3,137448067
2019,3,137454155
2019,3,137448078
2019,3,137448126
2019,6,137454229
2019,6,137448151
2019,6,137448153
2019,5,137458726
2019,6,137454333
2019,6,137454319
2019,6,137458788
2019,6,137448292
2019,6,137458804
2019,3,137454350
2019,6,137458808
2019,6,137454359
2019,6,137454365
2019,3,137454364
2019,6,137454364
2019,3,137458836
2019,3,137454427
2019,6,137454414
2019,6,137458922
2019,6,137454427
2019,6,137458958
2019,6,137454441
2019,5,137458973
2019,5,137454464
2019,3,137454473
2019,6,137459017
2019,6,137459006
2019,6,137454508
2019,6,131552921
2019,3,131552990
2019,6,131553008
2019,3,131553113
2019,3,131553112
2019,3,131548138
2019,6,131553188
2019,6,131553187
2019,3,131553187
2019,6,131548157
2019,6,131553243
2019,3,131553255
2019,9,131548469
2019,6,131553590
2019,6,131553589
2019,6,131553608
2019,6,131553737
2019,6,131553739
2019,5,131549076
2019,6,131554130
2019,3,131554192
2019,6,131549188
2019,6,131549213
2019,7,131554305
2019,6,131549556
2019,3,131549558
2019,3,131549674
2019,3,131554723
2019,3,131554754
2019,6,139081509
2019,6,139081510
2019,6,139077370
2019,6,139077368
2019,6,139077448
2019,6,139077987
2019,8,139082602
2019,6,139074778
2019,6,139075044
2019,6,139078528
2019,6,139083207
2019,6,139078553
2019,6,139078707
2019,6,139084210
2019,2,139078926
2019,2,139075748
2019,7,139075764
2019,6,139084357
2019,6,139078987
2019,7,139078987
2019,3,139078987
2019,1,139079009
2019,8,139079078
2019,6,139079297
2019,6,139079296
2019,9,139079327
2019,6,139084905
2019,3,139084905
2019,3,139084908
2019,6,139079369
2019,6,139079368
2019,3,139085012
2019,9,139079412
2019,9,139079430
2019,1,139079440
2019,6,139085124
2019,8,139085124
2019,9,139085137
2019,6,139079519
2019,1,139079533
2019,6,139081572
2019,6,139077078
2019,6,139081601
2019,6,139074172
2019,6,139074182
2019,6,139074206
2019,6,139074208
2019,6,139074209
2019,6,139074339
2019,6,139074340
2019,6,139077342
2019,6,139077449
2019,6,139077508
2019,6,139077507
2019,6,139077690
2019,9,139082134
2019,6,139077962
2019,6,139074040
2019,6,139077094
2019,6,139077123
2019,4,139081641
2019,3,139081641
2019,6,139081641
2019,6,139077209
2019,6,139077208
2019,6,139077246
2019,6,139081750
2019,6,139081748
2019,6,139082014
2019,6,139074493
2019,6,139082029
2019,6,139077718
2019,6,139082068
2019,9,139077802
2019,6,139078216
2019,6,139078217
2019,6,139074929
2019,6,139078242
2019,5,139075082
2019,6,139076941
2019,6,139076927
2019,6,139076965
2019,6,139081576
2019,3,139074134
2019,6,139077059
2019,6,139077068
2019,6,139074152
2019,6,139074174
2019,3,139077092
2019,6,139077133
2019,6,139077138
2019,6,139077139
2019,6,139077166
2019,6,139077261
2019,6,139074366
2019,6,139074364
2019,6,139074365
2019,6,139074378
2019,6,139077324
2019,9,139077477
2019,1,139077544
2019,6,139077556
2019,6,139082079
2019,6,139082130
2019,6,139077783
2019,8,139074542
2019,6,139077800
2019,6,139082283
2019,6,139077882
2019,6,139082494
2019,8,139077976
2019,5,139082520
2019,6,139082520
2019,9,139078262
2019,6,139074988
2019,6,139078307
2019,6,139076925
2019,6,139076926
2019,6,139074110
2019,6,139074113
2019,6,139074129
2019,9,139081587
2019,6,139074158
2019,9,139074181
2019,6,139074220
2019,6,139074219
2019,6,139074239
2019,6,139081681
2019,3,139074315
2019,6,139074626
2019,6,139074627
2019,3,139074637
2019,6,139074659
2019,6,139077949
2019,6,139082470
2019,6,139082472
2019,6,139082587
2019,3,139082765
2019,6,139082765
2019,6,139083281
2019,3,139083281
