"DATA_YEAR","ARRESTEE_ID","INCIDENT_ID","ARRESTEE_SEQ_NUM","ARREST_DATE","ARREST_TYPE_ID","MULTIPLE_INDICATOR","OFFENSE_TYPE_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_CODE","UNDER_18_DISPOSITION_CODE","CLEARANCE_IND","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2017,28393653,96620187,2,03-OCT-17,2,"N",44,5,16,"M",1,3,"R","H","",16,0
2017,28393651,96620187,1,03-OCT-17,2,"N",27,5,17,"M",1,1,"R","H","",17,0
2017,28393902,96620602,1,23-JAN-17,1,"N",16,5,64,"M",2,,"R","","",64,0
2017,28393939,96620643,1,02-JUN-17,2,"N",16,5,20,"M",1,,"R","","",20,0
2017,28393980,96620712,1,10-AUG-17,2,"N",16,5,32,"M",2,,"R","","",32,0
2017,27091342,92574405,1,15-FEB-17,3,"N",16,5,31,"M",3,2,"N","","",31,0
2017,27091368,92574451,1,09-OCT-17,2,"N",11,5,24,"M",1,2,"","","",24,0
2017,27091405,92574537,1,11-SEP-17,1,"N",48,5,37,"M",3,2,"U","","",37,0
2017,27091567,92574915,1,05-OCT-17,2,"N",16,5,37,"M",2,2,"","","",37,0
2017,27091678,92575229,1,10-OCT-17,2,"N",51,5,10,"M",2,2,"R","R","",10,0
2017,27091704,92575295,1,12-OCT-17,1,"N",48,5,32,"M",1,2,"R","","",32,0
2017,27091720,92575357,1,13-OCT-17,2,"N",16,5,47,"F",1,2,"","","",47,0
2017,27091785,92575500,1,16-OCT-17,1,"N",45,5,21,"F",1,2,"R","","",21,0
2017,27091917,92575839,1,23-OCT-17,1,"N",51,5,29,"M",1,2,"R","","",29,0
2017,27092111,92576450,1,29-SEP-17,2,"N",45,5,16,"F",1,2,"R","R","",16,0
2017,27092135,92576520,1,02-OCT-17,1,"N",23,5,32,"F",1,2,"R","","",32,0
2017,27092362,92577349,1,01-AUG-17,3,"N",28,5,25,"F",0,2,"R","","",25,0
2017,27092409,92577469,1,22-OCT-17,2,"N",16,5,28,"F",3,2,"R","","",28,0
2017,27092468,92577657,1,27-SEP-17,2,"N",51,5,14,"M",1,2,"R","H","",14,0
2017,27092820,92578933,1,10-OCT-17,1,"N",51,5,36,"M",1,2,"R","","",36,0
2017,27093020,92579443,1,19-OCT-17,2,"N",35,5,23,"M",1,2,"R","","",23,0
2017,27093161,92579735,1,25-MAR-17,3,"N",23,5,39,"M",3,2,"R","","",39,0
2017,27093249,92579925,1,26-AUG-17,1,"C",45,5,26,"F",1,2,"R","","",26,0
2017,27093408,92580467,1,02-JUN-17,1,"N",16,5,21,"M",0,,"R","","",21,0
2017,27751344,94768152,1,30-JUL-17,1,"N",44,5,33,"M",0,1,"R","","",33,0
2017,27751467,94768421,1,22-SEP-17,1,"M",14,5,30,"M",1,3,"R","","",30,0
2017,27754839,94776807,1,06-OCT-17,2,"N",23,5,19,"F",1,2,"R","","",19,0
2017,27754918,94776969,1,01-OCT-17,1,"N",40,5,30,"M",1,2,"R","","",30,0
2017,27755246,94777831,1,10-OCT-17,2,"N",23,5,18,"M",1,2,"R","","",18,0
2017,27755150,94777651,1,07-OCT-17,1,"N",51,5,28,"F",3,2,"R","","",28,0
2017,27757266,94782411,1,26-DEC-17,2,"N",23,5,20,"F",1,3,"N","","",20,0
2017,27757269,94782411,2,26-DEC-17,2,"N",23,5,19,"F",1,2,"N","","",19,0
2017,27757481,94783121,1,27-DEC-17,2,"M",5,5,15,"M",1,2,"R","R","",15,0
2017,27757493,94783121,3,28-DEC-17,2,"M",5,5,15,"M",1,1,"R","R","",15,0
2017,26925792,92073529,2,16-SEP-17,2,"C",52,5,20,"M",1,2,"R","","",20,0
2017,26925814,92073529,8,16-SEP-17,1,"N",52,5,18,"M",1,3,"R","","",18,0
2017,26925787,92073529,1,16-SEP-17,2,"C",52,5,20,"M",1,2,"R","","",20,0
2017,26925800,92073529,4,16-SEP-17,2,"C",52,5,20,"M",1,2,"R","","",20,0
2017,26925808,92073529,6,16-SEP-17,2,"C",52,5,19,"M",2,2,"N","","",19,0
