"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,129224595,134012954,15,40419430
2019,129221204,134012954,17,40419431
2019,129224658,134007481,17,40422461
2019,129224692,134004461,3,40419453
2019,129221266,134013061,1,40419456
2019,129228667,134013075,18,40414055
2019,129221273,134013075,18,40419459
2019,129228696,134007548,3,40419479
2019,129221333,134004522,3,40419493
2019,129228751,134013174,1,40414098
2019,129224827,134013174,1,40414099
2019,129221440,134007715,1,40419540
2019,129221439,134007715,3,40419539
2019,129224964,134007721,16,40414147
2019,129224984,134004635,1,40422615
2019,129225010,134004647,3,40422626
2019,129225011,134004647,1,40422627
2019,129225041,134007820,3,40422646
2019,129228961,134013350,16,40414185
2019,129228972,134004673,11,40419567
2019,129225074,134013376,12,40422658
2019,129225098,134007878,13,40422667
2019,129225099,134007878,13,40422668
2019,129221531,134007878,3,40419572
2019,129229012,134007878,24,40414206
2019,129229014,134007878,24,40414207
2019,129229011,134007878,24,40422669
2019,129225105,134007887,18,40422671
2019,129229067,134013424,17,40414232
2019,129221562,134013424,19,40419583
2019,129221574,134007947,3,40422688
2019,129221584,134013457,24,40419605
2019,129221589,134007980,21,40414264
2019,129225173,134013463,16,40422704
2019,129225179,134013468,24,40422709
2019,129225200,134008014,24,40419611
2019,129225219,134008040,3,40414283
2019,129225226,134008046,24,40414288
2019,129225229,134013511,24,40414296
2019,129221621,134013528,24,40419619
2019,129221622,134013528,24,40419620
2019,129229203,134013528,24,40414302
2019,129225317,134008139,15,40419643
2019,129229291,134004788,16,40422790
2019,129225338,134013619,3,40419650
2019,129225362,134008177,3,40422810
2019,129225363,134008177,5,40422811
2019,129225421,134013689,24,40422838
2019,129221689,134013689,24,40419664
2019,129229404,134013740,9,40414412
2019,129225486,134013745,3,40414415
2019,129225534,134013789,15,40422896
2019,129229444,134004883,16,40422911
2019,129225580,134008295,16,40414451
2019,129221742,134004893,3,40422920
2019,129225588,134013845,3,40414456
2019,129221755,134004903,18,40419706
2019,129229488,134013877,14,40414468
2019,129221789,134013938,17,40419728
2019,129225699,134013945,5,40422974
2019,129225706,134008379,24,40419735
2019,129221799,134008379,21,40419734
2019,129225717,134013953,24,40422987
2019,129229553,134008398,24,40414504
2019,129225717,134008398,24,40422989
2019,129229553,134013952,24,40414501
2019,129225717,134013954,24,40422988
2019,129221806,134013953,24,40422992
2019,129229553,134013954,24,40414503
2019,129225717,134004956,24,40422985
2019,129229553,134013953,24,40414502
2019,129221806,134013954,24,40419739
2019,129221806,134013952,24,40422991
2019,129225717,134013952,24,40422986
2019,129229553,134004956,24,40419741
2019,129221806,134004956,24,40422990
2019,129221806,134008398,24,40419740
2019,129225733,134013972,9,40423003
2019,129229579,134014969,5,40419751
2019,129229579,134014970,18,40414517
2019,129229579,134014971,18,40414518
2019,129221826,134014977,24,40414520
2019,129225763,134013995,24,40414532
2019,129221835,134014982,21,40419755
2019,129229619,134008465,17,40414548
2019,129229626,134008468,26,40414550
