"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2019,119135885,24,7000,,131389458
2019,119127591,20,1100,,131389465
2019,119127591,17,9000,,131384919
2019,119127591,10,1,,131392503
2019,119127591,27,100,,131389466
2019,119127605,8,126,10-MAY-19,131389484
2019,119127602,8,126,,131384927
2019,119127614,20,3500,,131389499
2019,119127615,63,550,,131389502
2019,119135910,19,88,,131384939
2019,119135909,19,88,02-MAR-19,131389505
2019,119127638,36,1400,,131384955
2019,119127641,63,60,03-MAR-19,131389552
2019,119127643,63,60,,131389555
2019,119135933,63,900,,131384958
2019,119127651,11,1,,131392536
2019,119127651,10,,,131392535
2019,119127660,20,50,,131384965
2019,119127675,19,15,04-JAN-19,131389603
2019,119127676,19,15,,131389604
2019,119127680,11,5,,131384976
2019,119127680,10,,,131389608
2019,119135947,20,6500,,131384979
2019,119127706,4,100,,131389645
2019,119135954,4,100,14-AUG-19,131384992
2019,119127729,11,2,,131389676
2019,119140385,10,,,131385011
2019,119140385,11,14,,131392575
2019,119135980,10,,,131392584
2019,119127750,25,45,,131389707
2019,119127750,6,7,,131389704
2019,119127750,8,8,,131389706
2019,119127750,63,72,,131389709
2019,119127746,21,950,,131385030
2019,119140391,20,950,,131389702
2019,119127754,20,486,,131389715
2019,119127768,63,300,,131389736
2019,119127783,36,3195,,131389754
2019,119127788,19,21,,131389765
2019,119127792,19,61,10-APR-19,131389769
2019,119127791,19,61,,131389767
2019,119136038,3,4000,,131385087
2019,119136042,3,200,,131389808
2019,119136043,38,400,,131385093
2019,119136050,10,,,131385102
2019,119136063,20,500,,131385121
2019,119127839,19,3,08-AUG-19,131385124
2019,119127841,19,3,,131389847
2019,119127855,4,350,,131389862
2019,119136072,29,509,,131389864
2019,119140424,63,302,,131385149
2019,119136085,11,2,,131389893
2019,119136085,10,,,131389892
2019,119136097,8,29,,131385163
2019,119136098,8,29,12-JUN-19,131385164
2019,119136111,33,500,,131385179
2019,119127927,8,84,,131389963
2019,119127933,19,11,12-AUG-19,131389967
2019,119136135,19,11,,131389968
2019,119136139,63,300,,131392639
2019,119136146,63,229,,131385241
2019,119136161,11,5,,131385260
2019,119136161,10,,,131385259
2019,119136168,20,42,,131390037
2019,119136168,63,0,,131385272
2019,119127983,10,,,131390044
2019,119127987,9,0,,131390050
2019,119127993,20,498,,131390060
2019,119136178,11,2,,131390063
2019,119140467,17,1100,,131392683
2019,119140466,17,1100,22-AUG-19,131385299
2019,119140471,63,1,,131392686
2019,119140498,11,6,,131390108
2019,119140498,10,,,131385315
2019,119128034,20,500,,131390132
2019,119128040,10,,,131392740
2019,119128040,11,1,,131392741
2019,119128050,11,4,,131390150
2019,119128050,10,,,131390149
2019,119128048,19,32,01-AUG-19,131385351
2019,119128051,19,32,,131390152
2019,119140535,10,10,,131392763
2019,119140539,36,500,,131390155
2019,119140539,63,10,,131392773
2019,119140543,63,350,,131392783
2019,119128068,35,200,,131390162
2019,119128069,24,6500,,131392784
2019,119140546,11,1,,131385364
2019,119128081,8,30,,131392803
2019,119128086,36,60,,131390189
2019,119140579,63,600,,131392833
2019,119128108,4,700,,131390223
2019,119128113,9,0,,131390229
2019,119128113,36,300,,131392842
2019,119128113,63,2,,131390230
2019,119128113,20,20,,131390227
2019,119128113,25,20,,131390226
2019,119128113,6,480,,131390225
2019,119128114,36,1460,,131390231
2019,119128116,38,3847,,131385389
2019,119128116,16,375,,131392856
2019,119128116,36,525,,131392854
2019,119128116,63,4320,,131390235
2019,119140593,20,1000,,131390236
2019,119128123,20,1720,,131390249
2019,119140608,22,0,,131390258
2019,119140609,20,8785,,131392874
2019,119140613,10,,,131390263
2019,119140616,10,,,131392883
