"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2016,2,106001146,18127499
2016,2,106001177,18127500
2016,2,106004398,18127501
2016,2,106000212,18127502
2016,2,106004440,18127503
2016,2,105997182,18127507
2016,2,106001291,18127508
2016,2,106002441,18127511
2016,2,105998394,18127512
2016,2,106000409,18127513
2016,2,106002580,18127515
2016,2,106003611,18127516
2016,2,106001631,18127519
2016,2,106003786,18127520
2016,2,106005947,18127521
2016,2,106002795,18127523
2016,2,106004926,18127524
2016,2,106004988,18127525
2016,2,106007190,18127526
2016,2,106007230,18127527
2016,2,106002875,18127529
2016,2,106003991,18127530
2016,2,106006184,18127531
2016,2,106006205,18127532
2016,2,106002999,18127534
2016,15,106006256,18127535
2016,2,106007380,18127536
2016,2,105999981,18127540
2016,2,106006313,18127541
2016,2,105998991,18127542
2016,2,106000036,18127543
2016,2,106004178,18127544
2016,2,106004179,18127545
2016,2,106004189,18127546
2016,2,106004190,18127547
2016,2,106004209,18127548
2016,2,106001126,18127549
2016,2,106004210,18127550
2016,2,105976393,18127558
2016,2,105976490,18127564
2016,2,105977653,18127565
2016,16,105975424,18127570
2016,2,105976576,18127571
2016,2,105976581,18127572
2016,2,105977793,18127576
2016,2,105977930,18127582
2016,2,105978020,18127584
2016,2,105978022,18127587
2016,2,105982657,18127592
2016,2,105982658,18127593
2016,2,105987184,18127594
2016,2,105987185,18127595
2016,2,105993881,18127597
2016,2,105993905,18127598
2016,2,105982806,18127599
2016,2,105982807,18127600
2016,2,105993958,18127602
2016,2,105981792,18127603
2016,2,105992893,18127604
2016,2,105984061,18127605
2016,2,105985271,18127606
2016,2,105988594,18127607
2016,2,105987519,18127608
2016,2,105989938,18127609
2016,2,105989940,18127610
2016,2,105990170,18127612
2016,2,105991253,18127613
2016,2,105980201,18127614
2016,2,105980250,18127616
2016,2,105983626,18127617
2016,2,105987038,18127619
2016,2,105989222,18127620
2016,2,105983635,18127621
2016,2,105983652,18127622
2016,2,105984864,18127623
2016,12,106000093,18400020
2016,12,106000107,18400021
2016,12,106000111,18400022
2016,12,106000112,18400023
2016,12,106000114,18400024
2016,12,106000116,18400025
2016,12,106000118,18400026
2016,12,106000120,18400027
2016,12,106000121,18400028
2016,12,106000122,18400029
2016,12,106001065,18400030
2016,12,106001071,18400031
2016,12,106001082,18400032
2016,12,106001089,18400033
2016,12,106001097,18400034
2016,12,106001103,18400035
2016,12,106001105,18400036
2016,12,106001108,18400037
2016,12,106001110,18400038
2016,12,106001119,18400039
2016,12,106002071,18400040
2016,12,106002076,18400041
2016,12,106002081,18400042
2016,12,106002082,18400043
2016,12,106002083,18400044
2016,12,106002102,18400045
2016,12,106002103,18400046
2016,12,106002105,18400047
2016,12,106002108,18400048
2016,12,106002118,18400049
