"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2016,89505250,85061313,7,,
2016,93168958,84073061,7,,
2016,91337386,85065248,7,1,
2016,93780686,84078257,7,0,
2016,93781679,85068236,6,,
2016,93169085,84080356,7,,
2016,90115653,85072095,7,,
2016,91946572,84083501,7,,
2016,91336652,83489297,7,,
2016,92557333,83491333,5,,1
2016,92557336,83491357,5,,
2016,90114843,83494615,7,0,
2016,91337761,85082845,7,,
2016,92557508,85039930,5,,
2016,91336968,85044821,7,,
2016,90726603,85045726,6,,
2016,91947057,85049508,7,1,
2016,89505076,85051354,5,,
2016,91337137,85053383,4,,
2016,89505136,85053446,7,,
2016,92304800,84107615,5,,
2016,91704353,85064208,7,,
2016,91332788,86618376,1,,
2016,90115143,85047563,5,,
2016,91093908,82980295,4,,
2016,92323597,85050543,4,,
2016,90721712,85948677,5,,
2016,90724246,87644114,7,,
2016,90722771,83068663,7,,
2016,90727008,85066243,4,,
2016,90723088,86082656,7,,
2016,90723093,86082697,1,,
2016,90724462,82982583,4,,
2016,90724481,82983647,7,,
2016,90724495,82984643,7,,
2016,90727044,85068239,7,,
2016,90723054,84817796,7,,
2016,90724905,84119613,7,,
2016,90727207,85075951,7,,
2016,90727215,85076008,4,,
2016,90727283,85079843,7,,
2016,90721562,87595323,4,,
2016,90727518,85091161,7,,
2016,90723908,84565635,7,,
2016,90725292,84140876,7,,
2016,90727569,83683300,4,,
2016,91694777,87647863,7,,
2016,93776224,85947535,4,,
2016,93776257,85949754,6,,
2016,91334928,84098992,5,,
2016,89503719,82986310,5,,1
2016,91336443,84077268,7,0,
2016,92936396,82983106,6,,
2016,92917174,84122911,3,,
2016,91334760,86907145,7,,
2016,91334787,86575122,2,,
2016,91336382,84074170,7,,
2016,91336431,84076298,7,,
2016,91336440,84077253,7,,
2016,91337355,85064225,7,,
2016,91332938,84085006,7,,
2016,91337366,85065132,4,,
2016,91337500,85070134,7,,
2016,91333022,84090329,7,,
2016,91333114,84093690,7,,
2016,91333149,84096735,7,,
2016,91336092,86578263,1,,
2016,91336570,84083539,6,,
2016,91336591,82981305,6,,
2016,91332577,85974167,7,,
2016,91332769,86617274,6,,
2016,91335314,84120636,7,,
2016,91333626,86056820,6,,
2016,91333629,86057648,7,,
2016,91336253,84067149,6,,
2016,91945852,86763700,7,,
2016,91337671,85078840,4,,
2016,91337678,85078877,4,,
2016,92552724,85954047,6,,
2016,93776338,85955082,7,,
2016,90114923,85037965,6,,
2016,91336853,85038978,7,0,
2016,91336861,85039064,7,,
2016,90115817,85080834,7,,
2016,89504844,85040937,6,,
