"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
174432019,17443,2019,"SC0010100","SC0010100","","N","N",,"I","ABBEVILLE","ABBEVILLE PD","Abbeville","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","City",5017,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,1,18,2,2,4,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-APR-17,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174442019,17444,2019,"SC0010200","SC0010200","","N","N",,"I","CALHOUN FALLS","CALHOUN FALLS PD","Calhoun Falls","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","City",1912,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,0,1,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-NOV-17,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174462019,17446,2019,"SC0010400","SC0010400","","N","N",,"I","DUE WEST","DUE WEST PD","Due West","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","City",1240,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-FEB-17,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174472019,17447,2019,"SC0012600","SC0012600","","N","N",,"I","STP: ABBEVILLE COUNTY","STATE TRANSPORT POLICE","State Transport Police:","Abbeville County","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","Other State Agency",0,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",1,0,1,0,0,0,0,0,01-JAN-90,01-AUG-10,01-AUG-10,01-MAR-14,,01-FEB-18,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174482019,17448,2019,"SC0019E00","SC0019E00","","N","N",,"I","ERSKINE COLLEGE","ERSKINE COLLEGE","Erskine College","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","University or College",0,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,1,3,0,1,1,0,0,01-JAN-90,01-JAN-96,01-JAN-96,01-MAY-11,,01-FEB-17,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174512019,17451,2019,"SC001NR00","SC001NR00","","N","N",,"I","DNR: ABBEVILLE COUNTY","DNR: ABBEVILLE COUNTY","Department of Natural Resources:","Abbeville County","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","Other State Agency",0,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-90,01-FEB-99,01-FEB-99,,,,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174522019,17452,2019,"SC001SP00","SC001SP00","","N","N",,"I","HP: ABBEVILLE COUNTY","HP: ABBEVILLE COUNTY","Highway Patrol:","Abbeville County","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","State Police",0,23390,"SCUCR0001","South Carolina Law Enforcement Division","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",,,,,,,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-JUN-11,,01-FEB-17,"N","ABBEVILLE","Non-MSA","Y","Y","Y"
174532019,17453,2019,"SC0020000","SC0020000","","N","N",,"I","AIKEN","AIKEN CO SO AIKEN","Aiken","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","County",107791,23390,"SCUCR0001","South Carolina Law Enforcement Division","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",118,51,169,14,59,73,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-FEB-17,"N","AIKEN","Augusta-Richmond County, GA-SC","Y","Y","Y"
174542019,17454,2019,"SC0020100","SC0020100","","N","N",,"I","AIKEN","AIKEN PD","Aiken","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","City",30922,23390,"SCUCR0001","South Carolina Law Enforcement Division","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",72,32,104,18,22,40,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-FEB-17,"N","AIKEN","Augusta-Richmond County, GA-SC","Y","Y","Y"
174562019,17456,2019,"SC0020300","SC0020300","","N","N",,"I","NORTH AUGUSTA","NORTH AUGUSTA PD","North Augusta","","A",45,"South Carolina","SC","SC","5","South Atlantic","3","South","Region III","City",23875,23390,"SCUCR0001","South Carolina Law Enforcement Division","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",61,8,69,3,17,20,0,0,01-JAN-90,01-JAN-91,01-JAN-91,01-MAY-11,,01-FEB-17,"N","EDGEFIELD; AIKEN","Augusta-Richmond County, GA-SC","Y","Y","Y"
