"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,134309854,148091765
2019,134309986,148091874
2019,134309996,148091881
2019,134309995,148091881
2019,134310000,148091886
2019,134310014,148091900
2019,134310088,148091969
2019,134310822,148092684
2019,134310824,148092682
2019,134310823,148092682
2019,134310842,148092697
2019,134310861,148092706
2019,134310882,148092729
2019,120155784,133687190
2019,120161271,133691723
2019,120157168,133691732
2019,120157169,133691732
2019,120162111,133692495
2019,120166864,133692500
2019,120166871,133688217
2019,120166871,133688218
2019,120166877,133688227
2019,120166877,133688225
2019,120157663,133692539
2019,120162196,133692588
2019,120166934,133688269
2019,120162211,133688277
2019,120162211,133688276
2019,120162233,133692620
2019,120162275,133692648
2019,120166970,133692654
2019,120157738,133688347
2019,120157738,133688346
2019,120157742,133683721
2019,120162338,133688363
2019,120162344,133683723
2019,120162352,133692724
2019,120167056,133692741
2019,120167064,133692745
2019,120162385,133692758
2019,120167087,133688407
2019,120167093,133692770
2019,124474348,137954049
2019,124474348,137963319
2019,124478390,137957812
2019,124474404,137963369
2019,124474405,137963369
2019,124474413,137954108
2019,124474413,137954109
2019,124478440,137963407
2019,124462855,137952573
2019,124462855,137961599
2019,124472906,137952619
2019,124466760,137961670
2019,124472929,137952639
2019,124472945,137952658
2019,124466786,137952663
2019,124466793,137961707
2019,124466796,137952672
2019,124472966,137961712
2019,124472972,137952685
2019,124466811,137961721
2019,124466811,137961720
2019,124466817,137952700
2019,124466816,137952700
2019,124472986,137952702
2019,124472990,137952706
2019,124473010,137952729
2019,124473017,137957465
2019,124473017,137957464
2019,124473030,137957470
2019,124466865,137952753
2019,124473052,137952770
2019,124478310,137953995
2019,124478311,137953994
2019,124474310,137963276
2019,124469295,137957788
2019,124474545,137954249
2019,124474544,137954249
2019,124474550,137954252
2019,124474566,137957847
2019,124474567,137957847
2019,124474565,137954265
2019,124474568,137957847
2019,124474573,137954272
2019,124474578,137954275
2019,124474579,137954275
2019,124474593,137954293
2019,124474594,137954293
2019,124474688,137957934
2019,124478612,137963616
2019,124474727,137963644
2019,124474727,137963643
2019,124474730,137954435
2019,124474762,137954463
2019,124469471,137954465
