"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2016,21,110793188
2016,21,110793187
2016,21,110793213
2016,21,110793228
2016,21,110793236
2016,21,110793774
2016,21,110793842
2016,21,110794150
2016,21,110794147
2016,21,110794354
2016,21,110794351
2016,21,110794520
2016,21,110794614
2016,21,110794662
2016,21,110794681
2016,21,110794783
2016,21,110794811
2016,21,110794938
2016,21,110794935
2016,21,110794931
2016,21,110795004
2016,21,110795124
2016,21,110795981
2016,21,110795979
2016,21,110796006
2016,21,110795997
2016,21,110797658
2016,21,110797965
2016,21,110798229
2016,21,110804359
2016,21,110804510
2016,21,110804500
2016,21,110804497
2016,21,110806170
2016,21,110806572
2016,21,110806597
2016,21,110809461
2016,21,110817287
2016,21,110817284
2016,21,110817406
2016,21,110819165
2016,21,110819223
2016,21,110819550
2016,21,110819561
2016,21,110819590
2016,21,110819771
2016,21,110820915
2016,21,110821441
2016,21,110821555
2016,21,110821571
2016,21,110822055
2016,21,110822118
2016,21,110822213
2016,21,110822394
2016,21,110822512
2016,21,110822548
2016,21,110822547
2016,21,110822900
2016,21,110822899
2016,21,110822999
2016,21,110824435
2016,21,110506067
2016,21,110506173
2016,21,110506253
2016,21,110506309
2016,21,110506307
2016,21,110506350
2016,21,110506369
2016,21,110506380
2016,21,110506415
2016,21,110512221
2016,21,110512741
2016,21,110512875
2016,21,110513058
2016,21,110513061
2016,21,110513060
2016,21,110513059
2016,21,110513056
2016,21,110515035
2016,21,110516519
2016,21,110516658
2016,21,110516761
2016,21,110517198
2016,21,110517229
2016,21,110517458
2016,21,110518070
2016,21,110518126
2016,21,110518332
2016,21,110518505
2016,21,110518534
2016,21,110518536
2016,21,110518732
2016,21,110518761
2016,21,110518756
2016,21,110518790
2016,21,110518792
2016,21,110519223
2016,21,110519226
2016,21,110519355
2016,21,110519572
2016,21,110519634
2016,21,110519757
2016,21,110519755
2016,21,110519841
2016,21,110519955
2016,21,110519979
2016,21,110520079
2016,21,110520077
2016,21,110520125
2016,21,110520150
2016,21,110520179
2016,21,110520274
2016,21,110520375
2016,21,110521151
2016,21,110521999
2016,21,110522169
2016,21,110522293
2016,21,110522470
2016,21,110522493
2016,21,110522492
2016,21,110522525
2016,21,110522554
2016,21,110522633
2016,21,110522776
2016,21,110522914
2016,21,110523031
2016,21,110523042
2016,21,110523260
2016,21,110523311
2016,21,110523380
2016,21,110523403
2016,21,110523530
2016,21,110523948
2016,21,110523947
2016,21,110523970
2016,21,110524257
2016,21,110524295
2016,21,110524537
2016,21,110524534
2016,21,110524928
2016,21,110524930
2016,21,110524945
2016,21,110524943
2016,21,110525011
2016,21,110525014
2016,21,110525096
2016,21,110525098
2016,21,110525104
2016,21,110525152
2016,21,110525157
2016,21,110525166
2016,21,110525221
2016,21,110525352
2016,21,110525420
2016,21,110525515
2016,21,110525528
2016,21,110525674
2016,21,110525679
2016,21,110525868
2016,21,110525986
2016,21,110525987
2016,21,110526114
2016,21,110526218
2016,21,110526220
2016,21,110526240
2016,21,110526263
2016,21,110526361
2016,21,110526370
2016,21,110526474
2016,21,110526475
2016,21,110526696
2016,21,110526697
2016,21,110526704
2016,21,110526716
2016,21,110526783
2016,21,110526775
2016,21,110526887
2016,21,110526980
2016,21,110527050
2016,21,110527245
2016,21,110527276
2016,21,110527279
2016,21,110527315
2016,21,110527278
2016,21,110527676
2016,21,110527791
2016,21,110527870
2016,21,110527983
2016,21,110528290
2016,21,110528548
2016,21,110528950
2016,21,110528951
2016,21,110529028
2016,21,110529117
2016,21,110529146
2016,21,110529158
2016,21,110529169
2016,21,110529168
2016,21,110529240
2016,21,110529254
2016,21,110529298
2016,21,110529547
2016,21,110529722
2016,21,110529718
2016,21,110530014
2016,21,110530685
2016,21,110530761
2016,21,110530762
2016,21,110530818
2016,21,110530815
2016,21,110530888
2016,21,110531003
2016,21,110530997
2016,21,110531226
2016,21,110531234
2016,21,110531265
2016,21,110531318
2016,21,110531321
2016,21,110531484
2016,21,110531567
2016,21,110531579
2016,21,110531703
2016,21,110531695
2016,21,110531700
2016,21,110531926
2016,21,110532384
2016,21,110532387
2016,21,110532684
2016,21,110532691
2016,21,110532877
2016,21,110533153
2016,21,110562203
2016,21,110564098
2016,21,110564177
2016,21,110564224
2016,21,110564269
2016,21,110564343
2016,21,110564371
2016,21,110564398
2016,21,110564459
2016,21,110564463
2016,21,110564666
2016,21,110564681
2016,21,110564861
2016,21,110565038
2016,21,110565398
2016,21,110565635
2016,21,110565640
2016,21,110565634
2016,21,110565682
2016,21,110565709
2016,21,110565862
2016,21,110566111
2016,21,110566149
2016,21,110566356
2016,21,110566706
