"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2018,4,126063298
2018,3,126063318
2018,2,126073596
2018,4,126063330
2018,4,126063335
2018,4,126063347
2018,4,126068142
2018,4,126068150
2018,4,126063383
2018,4,126063395
2018,4,126063396
2018,4,126068190
2018,2,126073673
2018,2,126073675
2018,2,126063419
2018,2,126073677
2018,4,126063457
2018,4,126073733
2018,4,126073748
2018,4,126073755
2018,4,126073764
2018,4,126073789
2018,4,126068342
2018,4,126063607
2018,4,126068383
2018,4,126068385
2018,4,126073862
2018,4,126073864
2018,4,126063647
2018,4,126073876
2018,4,126063663
2018,4,126068431
2018,4,126068435
2018,4,126063682
2018,4,126063693
2018,4,126068450
2018,4,126063703
2018,4,126063738
2018,4,126068508
2018,4,126068513
2018,4,126068537
2018,4,126063786
2018,4,126068549
2018,4,126063807
2018,4,126063840
2018,4,126068592
2018,3,126068640
2018,4,126063890
2018,4,126074089
2018,4,126063909
2018,1,126074115
2018,3,126074115
2018,4,126063940
2018,4,126068683
2018,1,126063968
2018,1,126063967
2018,4,126074153
2018,4,126074162
2018,4,126063996
2018,1,126068720
2018,4,126068726
2018,4,126068772
2018,1,126064116
2018,4,126064155
2018,4,126064239
2018,4,126074292
2018,4,126074298
2018,4,126064278
2018,4,126074312
2018,4,126068907
2018,4,126068915
2018,4,126068924
2018,4,126068925
2018,4,126064316
2018,4,126064324
2018,3,126068972
2018,4,126074349
2018,4,126074348
2018,4,126064404
2018,4,126074378
2018,4,126069038
2018,4,126074421
2018,4,126065125
2018,4,126065129
2018,4,126074888
2018,4,126069465
2018,4,126065142
2018,4,126074897
2018,4,126065153
2018,4,126074914
2018,4,126065191
2018,4,126074930
2018,4,126069505
2018,4,126069511
2018,4,126074962
2018,4,126074992
2018,4,126065283
2018,4,126069576
2018,1,126075003
2018,4,126069595
2018,4,126069598
2018,3,126065339
2018,4,126065342
2018,4,126069628
2018,4,126065381
2018,4,126069643
2018,4,126069669
2018,4,126069687
2018,4,126075099
2018,4,126065451
2018,4,126069707
2018,3,126065472
2018,4,126075127
2018,4,126075129
2018,4,126065520
2018,4,126069762
2018,4,126069781
2018,4,126069786
2018,4,126069788
2018,4,126075208
2018,4,126075211
2018,4,126075210
2018,4,126065597
2018,4,126065625
2018,4,126065636
2018,4,126069872
2018,4,126069873
2018,4,126065697
2018,4,126065698
2018,4,126065713
2018,4,126069916
2018,4,126065727
2018,4,126065732
2018,4,126065744
2018,4,126065759
2018,4,126065760
2018,4,126075352
2018,4,126069962
2018,4,126065790
2018,4,126065789
2018,4,126069969
2018,4,126075368
2018,4,126075369
2018,4,126065826
2018,4,126075382
2018,4,126075391
2018,4,126070013
2018,4,126065854
2018,4,126065877
2018,4,126070034
2018,4,126070037
2018,4,126065899
2018,4,126070040
2018,4,126070045
2018,4,126070050
2018,4,126065949
2018,4,126065953
2018,4,126070069
2018,4,126075406
2018,4,126065983
2018,4,126066004
2018,4,126070155
2018,4,126070154
2018,4,126075485
2018,4,126066089
2018,4,126066101
2018,4,126066122
2018,4,126076143
2018,4,126070218
2018,4,126076159
2018,4,126076161
2018,4,126076242
2018,4,126075597
2018,4,126076274
2018,4,126070321
2018,4,126075616
2018,4,126070328
2018,4,126076286
2018,4,126076290
2018,4,126075659
2018,4,126075678
2018,4,126070399
2018,4,126070417
2018,4,126076419
2018,4,126070428
2018,4,126070435
2018,4,126075739
2018,4,126076442
2018,4,126076479
2018,4,126076483
2018,4,126070493
2018,4,126075816
2018,4,126070517
2018,4,126076580
2018,4,126070559
2018,4,126075860
2018,4,126070575
2018,4,126075884
2018,4,126076660
2018,4,126075913
2018,4,126070646
2018,4,126076720
2018,4,126075951
2018,4,126070662
2018,4,126076745
2018,4,126076753
2018,4,126075969
2018,4,126075983
2018,4,126070716
2018,4,126076027
2018,4,126076842
2018,4,126076905
2018,4,126076906
2018,4,126076917
2018,4,126076078
2018,4,126070759
2018,4,126076950
2018,4,126076109
2018,4,126076976
2018,3,126070852
2018,4,126070859
2018,4,126070861
2018,4,126077042
2018,4,126081250
2018,4,126081260
2018,4,126070934
2018,4,126070943
2018,4,126070949
2018,4,126077141
2018,4,126081314
2018,4,126070972
2018,4,126071015
2018,4,126077228
2018,4,126077229
2018,4,126071048
2018,4,126071067
2018,4,126071095
2018,4,126081447
2018,4,126071109
2018,4,126077355
2018,4,126077401
2018,4,126086173
2018,4,126086197
2018,4,126077493
2018,4,126086233
2018,4,126086273
2018,4,126081602
2018,4,126086298
2018,2,126086317
2018,4,126086323
2018,4,126077677
2018,4,126077678
2018,4,126077699
2018,4,126086372
2018,4,126081662
2018,4,126077738
2018,4,126086403
2018,4,126086411
2018,4,126086421
2018,4,126077805
2018,3,126086457
2018,4,126086463
2018,3,126081742
2018,4,126086478
2018,4,126077884
2018,4,126077912
2018,4,126086505
2018,4,126086511
2018,4,126077961
2018,4,126077960
2018,4,126081794
2018,3,126081804
2018,3,126081803
2018,3,126081805
2018,4,126081832
2018,4,126078029
2018,4,126078048
2018,4,126078063
2018,4,126078106
2018,2,126086621
2018,4,126081882
2018,4,126078166
2018,4,126078175
2018,4,126078186
2018,4,126078198
2018,3,126078225
2018,3,126078236
2018,4,126086697
2018,4,126078271
2018,4,126078292
2018,4,126078298
2018,4,126081953
2018,4,126081954
2018,4,126086738
2018,4,126078336
2018,4,126086757
2018,4,126081978
2018,4,126078446
2018,4,126078453
2018,4,126078458
2018,3,126082034
2018,4,126086837
2018,4,126082098
2018,4,126078682
2018,4,126082123
2018,4,126087022
2018,2,126087037
2018,4,126087063
2018,4,126087074
2018,4,126078768
2018,4,126087104
2018,4,126087119
2018,4,126087142
2018,4,126082267
2018,4,126078867
2018,4,126078868
2018,4,126082349
2018,4,126078947
2018,4,126078958
2018,4,126082369
2018,4,126087254
2018,4,126078990
2018,2,126087271
2018,4,126087279
2018,4,126087285
2018,4,126079017
2018,4,126079029
2018,4,126079034
2018,4,126079037
2018,4,126082451
2018,4,126079050
2018,4,126079061
2018,4,126082483
2018,4,126079081
2018,4,126087367
2018,4,126082523
2018,4,126082529
2018,4,126082532
2018,4,126082543
2018,4,126082548
2018,4,126082568
2018,4,126082572
2018,4,126082588
2018,4,126096150
2018,4,126079226
2018,4,126082639
2018,4,126087524
2018,4,126082682
2018,4,126079269
2018,4,126087547
2018,4,126087563
2018,4,126082733
2018,4,126087594
2018,1,126087602
2018,4,126079347
2018,4,126087620
2018,4,126079361
2018,2,126079394
2018,4,126079398
2018,4,126087708
2018,4,126079476
2018,4,126087721
2018,4,126082874
2018,4,126079501
2018,4,126087748
2018,4,126079545
2018,4,126079550
2018,4,126082935
2018,4,126087781
2018,4,126087787
2018,4,126082955
2018,4,126087800
2018,4,126079598
2018,4,126079606
2018,4,126087825
2018,4,126083009
2018,4,126083022
2018,4,126079704
2018,4,126087884
2018,1,126079725
2018,4,126083075
2018,4,126083083
2018,4,126083098
2018,4,126083105
2018,4,126079813
2018,4,126079812
2018,4,126079832
2018,4,126079858
2018,4,126088003
2018,4,126083199
2018,4,126083205
2018,4,126079952
2018,4,126083216
2018,4,126083215
2018,4,126079981
2018,4,126079997
2018,4,126083242
2018,4,126080014
