"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2017,4,121389363
2017,4,123063552
2017,4,123054991
2017,4,123054998
2017,4,123055229
2017,4,123055228
2017,4,123055226
2017,4,123064418
2017,4,123065055
2017,4,123065052
2017,4,123066238
2017,4,123060809
2017,4,123060812
2017,4,123067505
2017,4,123072524
2017,3,120870228
2017,3,120870232
2017,4,120870718
2017,4,120871343
2017,4,120871395
2017,4,120871497
2017,4,120875995
2017,4,120875895
2017,4,120876133
2017,4,120876170
2017,3,120876329
2017,4,120876323
2017,4,120876403
2017,4,120876466
2017,3,120876485
2017,4,120876495
2017,4,120876492
2017,4,120876543
2017,3,120876552
2017,4,120876734
2017,4,120876804
2017,4,120876800
2017,4,120876897
2017,4,120876934
2017,4,120877856
2017,4,121498011
2017,4,121498047
2017,1,121498739
2017,4,121498786
2017,4,121498792
2017,4,121498805
2017,4,121498901
2017,4,121506555
2017,4,121511616
2017,4,121511615
2017,4,121512177
2017,4,121512462
2017,4,121512694
2017,4,121513020
2017,4,121513164
2017,4,121513355
2017,4,121513424
2017,4,121513512
2017,4,121514735
2017,4,121514757
2017,4,121515471
2017,4,121515641
2017,4,121515982
2017,4,121516045
2017,4,121516258
2017,4,121517225
2017,4,121517523
2017,4,121518225
2017,4,121518276
2017,4,121518749
2017,4,121518808
2017,1,123063536
2017,4,123063649
2017,1,123054994
2017,3,123055140
2017,4,123055204
2017,4,123063953
2017,4,123055214
2017,4,123055222
2017,4,123063958
2017,3,123063964
2017,4,123058863
2017,4,123066498
2017,4,123066241
2017,1,123066246
2017,3,123060335
2017,1,123060334
2017,4,123077113
2017,4,123069037
2017,3,123069038
2017,4,123075686
2017,4,123075962
2017,4,123075963
2017,4,123070376
2017,4,123078768
2017,4,123070425
2017,4,123076039
2017,4,123076038
2017,4,123070706
2017,4,123070716
2017,4,123070724
2017,4,123070723
2017,4,123079150
2017,4,123081462
2017,4,123081470
2017,4,123081471
2017,4,123070758
2017,4,123070760
2017,4,123079204
2017,4,123070764
2017,4,123070765
2017,4,123070766
2017,4,123079208
2017,4,123081484
2017,4,123070770
2017,4,123079213
2017,4,123079212
2017,4,123070774
2017,4,123070776
2017,4,123081514
2017,4,123063528
2017,1,123058281
2017,3,123054982
2017,3,123063672
2017,4,123055139
2017,4,123063971
2017,4,123063970
2017,2,123058601
2017,4,123058602
2017,4,123058603
2017,4,123063988
2017,4,123064409
2017,4,123064726
2017,4,123066499
2017,4,123059886
2017,4,123066162
2017,3,123066237
2017,4,123067306
2017,4,123060645
2017,4,123063527
2017,4,123063660
2017,1,123055001
2017,4,123055203
2017,3,123055212
2017,4,123063980
2017,4,123064411
2017,4,123055787
2017,4,123059121
2017,4,123059125
2017,4,123065272
2017,4,123065273
2017,4,123065270
2017,4,123056210
2017,4,123056209
2017,4,123056211
2017,4,123059882
2017,4,123067001
2017,4,123067000
2017,4,123060592
2017,4,123071674
2017,4,123060642
2017,4,123071689
2017,4,120924672
2017,4,120927607
2017,4,120928282
2017,4,120928293
2017,4,120928381
2017,2,120928439
2017,4,120928462
2017,4,120928471
2017,4,120928541
2017,4,120928543
2017,4,120928593
2017,4,120933355
2017,4,120933672
2017,4,120933949
2017,4,120934618
2017,4,120935230
2017,4,120935227
2017,4,123058276
2017,4,123063558
2017,4,123054997
2017,3,123055215
2017,4,123064720
2017,4,123059811
2017,4,123066400
2017,4,123066401
2017,3,123066941
2017,4,123060483
2017,4,123060639
2017,4,123071687
2017,4,123067323
2017,4,123060649
2017,4,123071895
2017,4,123961683
2017,4,123074324
2017,4,123078520
2017,4,123075687
2017,4,123054913
2017,4,123058289
2017,4,123063670
2017,4,123063680
2017,3,123058521
2017,4,123063972
2017,4,123063974
2017,4,123055235
2017,4,123058277
2017,3,123063555
2017,4,123063669
2017,4,123058377
2017,3,123058520
2017,4,123058578
2017,3,123058579
2017,3,123055217
2017,3,123058582
2017,3,123063956
2017,4,123058595
2017,4,123058868
2017,4,123056194
2017,4,123065261
2017,4,123065267
2017,4,121439373
2017,2,121441391
2017,4,121442987
2017,4,121442985
2017,3,121443149
2017,4,121443229
2017,4,121443228
2017,3,121443523
2017,4,121443572
2017,4,121443574
2017,3,121443657
2017,3,121443659
2017,4,121443694
2017,3,121444118
2017,4,123063560
2017,2,123063954
2017,4,123055224
2017,4,120074406
2017,4,120074737
2017,4,123075681
2017,4,123075688
2017,4,123078793
2017,4,123078802
2017,4,123078804
2017,4,123070709
2017,4,123070710
2017,4,123079119
2017,4,123079123
2017,4,123079126
2017,4,123070732
2017,4,123079140
2017,4,123079142
2017,4,123081449
2017,4,123081452
2017,4,123079161
2017,4,123070744
2017,4,123081460
2017,4,123081464
2017,4,123081472
2017,4,123070762
2017,4,123081478
2017,4,123081479
2017,4,123081482
2017,4,123070768
2017,4,123070769
2017,4,123079210
2017,4,123070771
2017,4,123081496
2017,4,123081500
2017,4,123081499
2017,4,123081517
2017,4,123079231
2017,4,121273832
2017,4,121273945
2017,2,121282080
2017,4,121291640
2017,4,121297571
2017,4,121310544
2017,4,123063676
2017,4,123055205
2017,2,123063962
2017,4,123055227
2017,4,123064716
2017,4,123065059
2017,4,123059429
2017,4,123066160
2017,4,123060333
2017,4,123071448
2017,4,123071587
2017,4,123071586
2017,4,123067810
2017,4,123068392
2017,4,123068424
2017,4,123073588
2017,1,123077108
2017,1,123069111
2017,4,123069144
2017,4,123069145
2017,3,123069151
2017,4,123059890
2017,4,123067152
2017,4,123060488
2017,4,123076772
2017,4,123073424
2017,4,123077257
2017,4,123078519
