"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,101041368,5
2017,101041424,4
2017,101041574,5
2017,101041622,4
2017,101041783,4
2017,101042035,5
2017,101042215,4
2017,101042437,5
2017,101042529,4
2017,101042760,4
2017,101042772,5
2017,101043218,5
2017,101043258,5
2017,101043242,5
2017,101043249,5
2017,101043216,6
2017,101043207,6
2017,101043661,5
2017,101044188,4
2017,101044345,4
2017,101044470,4
2017,101044468,4
2017,101044483,4
2017,101044480,4
2017,101044704,5
2017,101045431,4
2017,101045462,5
2017,101045784,4
2017,101045787,4
2017,101046204,5
2017,101046308,5
2017,101046454,6
2017,101046485,5
2017,101046801,4
2017,101046843,4
2017,101046872,5
2017,101046936,4
2017,101047111,5
2017,101047626,4
2017,101047807,5
2017,101047813,5
2017,101047846,5
2017,101048134,4
2017,101048412,4
2017,101048635,4
2017,101048636,5
2017,101048726,4
2017,101051273,5
2017,101051290,5
2017,101051387,6
2017,101051605,5
2017,101051709,5
2017,101051714,5
2017,101052413,5
2017,101052419,4
2017,101052780,5
2017,101053043,4
2017,101053301,4
2017,101053590,4
2017,101053581,4
2017,101053814,5
2017,101054696,5
2017,101055785,4
2017,101055913,1
2017,101057499,5
2017,101058632,4
2017,101058684,6
2017,101059141,5
2017,101059215,5
2017,101059278,4
2017,101059431,4
2017,101059456,4
2017,101061819,4
2017,101061818,4
2017,101062214,4
2017,101062508,5
2017,101062996,5
2017,101063031,5
2017,101063042,4
2017,101063287,5
2017,101063514,4
2017,101063798,3
2017,101063838,5
2017,101064183,4
2017,101064192,4
2017,101064431,5
2017,101064450,4
2017,101064446,5
2017,101064558,5
2017,101064648,5
2017,101064665,5
2017,101064669,5
2017,101064831,5
2017,101064888,4
2017,101064902,5
2017,101065144,4
2017,101065202,4
2017,101065410,4
2017,101117443,4
2017,101117509,4
2017,101117563,4
2017,101117626,5
2017,101118131,4
2017,101120300,4
2017,101120322,4
2017,101120579,4
2017,101121720,4
2017,101121720,8
2017,101133882,5
2017,101134227,4
2017,101134224,4
2017,101134229,4
2017,101134314,4
2017,101134461,5
2017,101134545,5
2017,101134594,5
2017,101134671,5
2017,101135540,5
2017,101135703,5
2017,101135821,5
2017,101135835,2
2017,101135849,5
2017,101136080,5
2017,101136142,4
2017,101136153,4
2017,101136277,5
2017,101136331,5
2017,101136769,5
2017,101136865,5
2017,101137047,4
2017,101137266,5
2017,101137264,4
2017,101138078,5
2017,101138085,5
2017,101138073,5
2017,101138080,2
2017,101138216,4
2017,101138427,4
2017,101138935,5
2017,101138939,4
2017,101138954,5
2017,101139141,4
2017,101139182,4
2017,101139399,5
2017,101140066,5
2017,101140108,4
2017,101140262,5
2017,101140280,4
2017,101140302,4
2017,101140501,5
2017,101141071,4
2017,101141107,4
2017,101141114,5
2017,101141360,4
2017,101141630,4
2017,101141626,4
2017,101141667,4
2017,101141980,3
2017,101142100,3
2017,101142171,4
2017,101142176,5
2017,101142361,4
2017,101142445,4
2017,101142537,4
2017,101142558,4
2017,101143929,4
2017,101143988,5
2017,101143986,5
2017,101144115,5
2017,101144118,4
2017,101144144,5
2017,101144150,5
2017,101144395,5
2017,101144468,5
2017,101144463,5
2017,101144583,5
2017,101144768,5
2017,101144952,5
2017,101147720,5
2017,101148093,5
2017,101148513,5
2017,101148527,4
2017,101148793,4
2017,101148935,4
2017,101148944,5
2017,101148966,4
2017,101150563,4
2017,101150577,4
2017,101150705,5
2017,101150709,5
2017,101150893,8
2017,101151219,5
2017,101151684,4
2017,101151700,5
2017,101151698,5
2017,101151702,5
2017,101151696,5
2017,101151699,5
2017,101151810,5
2017,101151859,5
2017,101151869,5
2017,101152151,5
2017,101152710,5
