"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2017,9,114854224
2017,9,114854248
2017,9,114854402
2017,6,114854460
2017,9,114854851
2017,6,114854974
2017,9,114855280
2017,9,114855624
2017,6,114855713
2017,6,114856092
2017,6,114856090
2017,9,114856218
2017,9,114856286
2017,6,114856317
2017,6,114856370
2017,6,114856366
2017,6,114856373
2017,9,114856387
2017,1,114856506
2017,6,114856525
2017,6,114856909
2017,9,114857213
2017,9,114857254
2017,6,114857387
2017,9,114857426
2017,9,114857551
2017,9,114857666
2017,9,114857865
2017,6,114857959
2017,6,114857969
2017,9,114858057
2017,6,114858091
2017,6,114858144
2017,9,114858171
2017,9,114858217
2017,6,114858259
2017,9,114858854
2017,9,114858907
2017,6,114858971
2017,9,114858984
2017,9,114859040
2017,9,114859072
2017,9,114859277
2017,10,114860013
2017,9,114860417
2017,3,114860747
2017,9,114861061
2017,6,114861500
2017,9,114861568
2017,9,114861685
2017,9,114861867
2017,6,114861938
2017,6,114861959
2017,6,114862172
2017,10,114862570
2017,9,114862575
2017,8,114865097
2017,9,114865220
2017,9,114865275
2017,9,114865457
2017,6,114865617
2017,9,114865733
2017,6,114872147
2017,6,114872146
2017,6,114872394
2017,9,114872641
2017,9,114872739
2017,6,114872811
2017,6,114872814
2017,6,114872943
2017,9,114873000
2017,9,114873146
2017,9,114873160
2017,9,114873229
2017,9,114873386
2017,9,114873397
2017,2,114873676
2017,9,114873947
2017,6,114873989
2017,9,114874189
2017,6,114874278
2017,9,114874320
2017,6,114874581
2017,6,114874769
2017,6,114874843
2017,6,114874888
2017,9,114875040
2017,9,114875750
2017,6,114875828
2017,6,114875844
2017,6,114875842
2017,9,114875866
2017,9,114875914
2017,9,114876010
2017,9,114876085
2017,9,114876170
2017,6,114876394
2017,9,114876403
2017,9,114876559
2017,9,114876606
2017,6,114876703
2017,9,114876816
2017,9,114876932
2017,9,114876948
2017,6,114877075
2017,6,114877106
2017,6,114877108
