"DATA_YEAR","VICTIM_ID","INJURY_ID"
2017,105182480,5
2017,105176628,5
2017,105176627,5
2017,105176626,5
2017,105176669,5
2017,105177084,5
2017,105181311,5
2017,105181451,5
2017,105182052,4
2017,105182632,4
2017,105182629,2
2017,105182633,4
2017,105182774,5
2017,102742126,4
2017,102743093,4
2017,102743108,5
2017,102743099,5
2017,102743510,5
2017,102745820,5
2017,102745809,5
2017,102764580,5
2017,102765092,5
2017,102765902,4
2017,102769047,4
2017,102770414,5
2017,102770422,5
2017,102771110,4
2017,102679255,5
2017,102680941,3
2017,102680942,4
2017,102681070,8
2017,102681177,5
2017,102681174,5
2017,102681377,5
2017,102681382,5
2017,102681443,4
2017,102682290,4
2017,102685964,4
2017,102687462,5
2017,102745996,4
2017,102746048,4
2017,102746063,5
2017,102746584,5
2017,102746638,4
2017,102746725,4
2017,102746725,2
2017,102747261,4
2017,102749203,4
2017,102750297,4
2017,102753722,8
2017,102753935,3
2017,102753938,3
2017,102754102,4
2017,102754320,4
2017,102756170,4
2017,102757511,5
2017,102758241,5
2017,102759376,5
2017,102759539,5
2017,102759659,5
2017,102759704,5
2017,102761693,4
2017,102762844,4
2017,102765703,4
2017,102765899,4
2017,102765920,4
2017,102766277,4
2017,102766481,5
2017,102771982,4
2017,102773757,4
2017,102774189,5
2017,102776764,5
2017,102776641,5
2017,102777667,4
2017,102780508,3
2017,102781041,5
2017,102787882,4
2017,102788720,5
2017,102788857,4
2017,102789645,5
2017,102790295,5
2017,102790326,5
2017,102792635,5
2017,102792962,4
2017,102792964,4
2017,102792958,4
2017,102792959,4
2017,102793025,5
2017,102793301,5
2017,102794386,4
2017,102794618,5
2017,102794607,5
2017,102794936,4
2017,102795124,5
2017,102795826,5
2017,102795872,4
2017,102796774,5
2017,102797088,4
2017,102797805,5
2017,102798025,5
2017,102798265,4
2017,102799002,5
2017,102798999,5
2017,102800320,5
2017,102801778,5
2017,102801902,4
2017,102802363,5
2017,102803127,4
2017,102803647,5
2017,102803651,5
2017,102803865,5
2017,102805604,5
2017,102805605,5
2017,102807762,5
2017,102809381,4
2017,102809620,4
2017,102809874,5
2017,102809872,5
2017,102809948,5
2017,102810040,5
2017,102810538,5
2017,102819215,4
2017,102819219,4
2017,102819791,5
2017,102819959,4
2017,102820904,4
2017,102821490,4
2017,102821779,4
2017,102823891,5
2017,102823895,4
2017,102823965,5
2017,102824013,4
2017,102824030,4
2017,102824075,5
2017,102824078,5
2017,102824210,4
2017,102824585,4
2017,102825711,5
